# {"t_start": 1657214078.0815518, "env_id": null} 
r,l,t
0,1,2.255538
0,1,2.257496
0,1,2.258543
0,1,2.260494
0,1,2.261497
0,1,2.262543
0,1,2.263547
0,1,2.26549
0,1,2.266546
0,1,2.267545
0,1,2.269496
0,1,2.270548
0,1,2.271548
0,1,2.272537
0,1,2.274508
0,1,2.276495
0,1,2.278491
1,1,2.279553
0,1,2.281501
0,1,2.283495
0,1,2.285555
0,1,2.288501
0,1,2.291562
0,1,2.293495
0,1,2.295502
0,1,2.297501
0,1,2.299554
0,1,2.302504
0,1,2.304551
0,1,2.306495
0,1,2.308494
0,1,2.310507
0,1,2.312556
0,1,2.314552
0,1,2.317542
0,1,2.319562
0,1,2.321511
0,1,2.3237
0,1,2.337367
0,1,2.339414
0,1,2.342414
0,1,2.344418
0,1,2.34636
0,1,2.348413
0,1,2.350419
0,1,2.352359
0,1,2.355412
0,1,2.357628
0,1,2.359401
0,1,2.361359
1,1,2.364364
0,1,2.366372
0,1,2.368356
0,1,2.371385
0,1,2.373417
1,1,2.37536
0,1,2.377418
0,1,2.379372
0,1,2.382403
0,1,2.384365
0,1,2.386361
0,1,2.388364
0,1,2.390415
0,1,2.393425
1,1,2.395483
0,1,2.397356
0,1,2.400362
0,1,2.402402
0,1,2.404369
0,1,2.406379
1,1,2.408415
0,1,2.411423
0,1,2.413412
0,1,2.415413
0,1,2.417363
0,1,2.419367
0,1,2.422354
0,1,2.424413
1,1,2.426362
0,1,2.428398
0,1,2.430421
0,1,2.432415
1,1,2.435362
0,1,2.437366
0,1,2.440375
0,1,2.442357
0,1,2.444364
1,1,2.446421
1,1,2.448414
0,1,2.451412
0,1,2.453361
0,1,2.455366
0,1,2.457363
0,1,2.459356
0,1,2.461443
0,1,2.463412
0,1,2.466412
0,1,2.468418
0,1,2.470354
0,1,2.472357
0,1,2.474357
0,1,2.476414
0,1,2.47841
0,1,2.481426
0,1,2.483422
0,1,2.485366
0,1,2.48738
0,1,2.489432
0,1,2.491417
0,1,2.494365
0,1,2.496363
0,1,2.498356
0,1,2.500452
0,1,2.502415
0,1,2.504412
0,1,2.507362
0,1,2.509407
0,1,2.511356
0,1,2.513357
0,1,2.515372
0,1,2.517415
0,1,2.520407
0,1,2.522363
0,1,2.524359
0,1,2.526431
0,1,2.529369
0,1,2.531461
0,1,2.534551
0,1,2.536493
0,1,2.539271
0,1,2.541494
0,1,2.54357
0,1,2.545551
0,1,2.548494
0,1,2.551501
0,1,2.554587
1,1,2.556493
0,1,2.55856
0,1,2.570507
0,1,2.573541
1,1,2.575493
0,1,2.578493
0,1,2.580605
0,1,2.582495
0,1,2.584494
0,1,2.58717
0,1,2.589562
0,1,2.591675
0,1,2.594505
0,1,2.596507
1,1,2.598507
0,1,2.601502
0,1,2.603493
0,1,2.605552
0,1,2.60755
1,1,2.610513
0,1,2.612502
0,1,2.615505
0,1,2.617515
0,1,2.619493
0,1,2.621493
0,1,2.623551
0,1,2.62555
0,1,2.628539
0,1,2.630495
0,1,2.632164
0,1,2.634231
1,1,2.637163
0,1,2.639189
1,1,2.641453
0,1,2.644217
0,1,2.646177
0,1,2.648182
0,1,2.651178
1,1,2.653175
0,1,2.655176
0,1,2.657226
0,1,2.659231
0,1,2.661225
0,1,2.663225
0,1,2.666217
0,1,2.668393
0,1,2.670759
0,1,2.673167
1,1,2.675178
0,1,2.677176
0,1,2.679465
0,1,2.682185
0,1,2.684176
0,1,2.686172
0,1,2.688226
0,1,2.691216
0,1,2.693229
1,1,2.696176
0,1,2.698168
1,1,2.700175
1,1,2.702169
0,1,2.704233
0,1,2.707221
0,1,2.709244
0,1,2.711176
0,1,2.713178
0,1,2.715427
1,1,2.717225
0,1,2.720236
0,1,2.722182
0,1,2.724179
0,1,2.726183
0,1,2.728223
0,1,2.731236
0,1,2.733175
1,1,2.735228
0,1,2.737235
0,1,2.740179
1,1,2.742168
0,1,2.74418
0,1,2.746179
0,1,2.748169
0,1,2.750169
0,1,2.752228
0,1,2.75517
0,1,2.757187
0,1,2.759227
0,1,2.76217
0,1,2.764225
0,1,2.766169
1,1,2.768242
0,1,2.770226
1,1,2.773181
0,1,2.77517
0,1,2.777239
0,1,2.779172
0,1,2.782228
0,1,2.785235
0,1,2.787228
0,1,2.789181
1,1,2.791171
0,1,2.79422
0,1,2.807169
0,1,2.810169
0,1,2.812675
0,1,2.815459
0,1,2.818265
0,1,2.820227
0,1,2.822227
0,1,2.825176
0,1,2.827167
0,1,2.830229
0,1,2.832432
0,1,2.834506
1,1,2.836648
0,1,2.838498
0,1,2.841477
1,1,2.843478
0,1,2.846139
0,1,2.848521
0,1,2.850516
0,1,2.852523
0,1,2.855527
0,1,2.857474
0,1,2.859503
0,1,2.862506
0,1,2.864464
0,1,2.86646
0,1,2.868508
0,1,2.871528
0,1,2.873476
1,1,2.875464
0,1,2.877519
0,1,2.880526
0,1,2.882527
0,1,2.884459
0,1,2.886516
0,1,2.88852
0,1,2.891527
0,1,2.893519
0,1,2.895463
0,1,2.897462
0,1,2.899517
0,1,2.902525
0,1,2.904506
0,1,2.90652
0,1,2.908516
0,1,2.911466
0,1,2.913467
0,1,2.915467
0,1,2.917461
0,1,2.919521
0,1,2.922459
0,1,2.924454
0,1,2.926513
0,1,2.929457
0,1,2.931467
1,1,2.93346
0,1,2.935522
0,1,2.937517
0,1,2.940467
0,1,2.942461
0,1,2.944461
0,1,2.946548
0,1,2.948516
0,1,2.95171
0,1,2.953469
0,1,2.955519
0,1,2.957518
0,1,2.960467
0,1,2.962458
1,1,2.964466
0,1,2.966525
0,1,2.969529
1,1,2.97146
0,1,2.973474
0,1,2.975458
0,1,2.97753
0,1,2.97964
0,1,2.982524
0,1,2.984463
0,1,2.986463
0,1,2.988528
0,1,2.99112
1,1,2.99309
0,1,2.995486
0,1,2.997466
0,1,3.000461
0,1,3.002565
0,1,3.004467
0,1,3.006525
1,1,3.008833
1,1,3.011508
0,1,3.013473
0,1,3.015467
1,1,3.017471
0,1,3.019466
0,1,3.022508
0,1,3.024517
0,1,3.026594
0,1,3.028508
0,1,3.030516
0,1,3.043173
0,1,3.04617
0,1,3.048458
0,1,3.051172
0,1,3.053229
0,1,3.05518
0,1,3.057236
0,1,3.060217
0,1,3.062543
0,1,3.065173
0,1,3.067414
0,1,3.069381
1,1,3.072172
0,1,3.075232
0,1,3.077443
0,1,3.079171
0,1,3.081173
0,1,3.084179
0,1,3.086185
0,1,3.088178
0,1,3.090238
0,1,3.093317
0,1,3.09518
0,1,3.097408
0,1,3.10018
0,1,3.102186
0,1,3.105304
0,1,3.10818
0,1,3.110232
0,1,3.112926
0,1,3.115178
1,1,3.117169
0,1,3.119179
0,1,3.122173
0,1,3.124229
1,1,3.126181
0,1,3.128441
0,1,3.130179
0,1,3.13323
0,1,3.135224
0,1,3.137281
0,1,3.139229
0,1,3.142179
0,1,3.144184
1,1,3.146183
0,1,3.150175
0,1,3.152179
0,1,3.154337
0,1,3.156229
0,1,3.15924
0,1,3.161188
0,1,3.163192
0,1,3.166184
1,1,3.168238
0,1,3.17018
0,1,3.172179
1,1,3.175173
1,1,3.17718
0,1,3.17942
0,1,3.181228
0,1,3.18421
0,1,3.186172
0,1,3.188201
0,1,3.19023
0,1,3.193188
0,1,3.195238
0,1,3.197178
0,1,3.19918
0,1,3.201232
1,1,3.203227
0,1,3.206186
0,1,3.208172
1,1,3.210438
0,1,3.213223
0,1,3.215181
0,1,3.217182
0,1,3.219173
0,1,3.223235
0,1,3.226236
0,1,3.228173
0,1,3.230386
0,1,3.232182
0,1,3.234229
0,1,3.237172
0,1,3.239378
1,1,3.241179
0,1,3.243167
1,1,3.246179
0,1,3.248238
0,1,3.250171
0,1,3.252173
0,1,3.254535
0,1,3.257173
0,1,3.259187
0,1,3.261231
0,1,3.264178
0,1,3.266287
0,1,3.268558
1,1,3.270614
0,1,3.273077
0,1,3.281931
0,1,3.284395
0,1,3.287056
0,1,3.288871
0,1,3.29088
0,1,3.293894
0,1,3.295871
0,1,3.297938
0,1,3.300928
0,1,3.30313
1,1,3.304887
0,1,3.307251
1,1,3.309928
0,1,3.311929
1,1,3.313872
0,1,3.316373
0,1,3.318874
1,1,3.32087
0,1,3.322947
0,1,3.324929
0,1,3.327884
0,1,3.329887
0,1,3.332042
0,1,3.334937
0,1,3.337123
0,1,3.338874
0,1,3.341879
1,1,3.343871
0,1,3.345877
0,1,3.347871
0,1,3.349935
0,1,3.352929
0,1,3.35489
1,1,3.357065
0,1,3.358874
0,1,3.360927
0,1,3.363917
0,1,3.36592
0,1,3.367878
0,1,3.369883
0,1,3.371906
0,1,3.374879
0,1,3.376901
0,1,3.379872
0,1,3.382007
0,1,3.384328
0,1,3.385928
1,1,3.38793
0,1,3.390939
0,1,3.393107
0,1,3.395881
1,1,3.398324
0,1,3.400928
0,1,3.402871
0,1,3.40493
0,1,3.406929
0,1,3.409879
0,1,3.411928
0,1,3.413879
0,1,3.415938
0,1,3.417939
0,1,3.419933
0,1,3.42287
0,1,3.424877
0,1,3.426877
0,1,3.429003
1,1,3.431099
0,1,3.43392
0,1,3.436205
0,1,3.437926
0,1,3.440927
0,1,3.442871
0,1,3.444937
0,1,3.447874
0,1,3.449954
0,1,3.45193
1,1,3.454879
1,1,3.45688
0,1,3.458874
0,1,3.460871
1,1,3.462868
0,1,3.465884
1,1,3.467932
0,1,3.470882
0,1,3.472897
0,1,3.474879
0,1,3.476872
0,1,3.479308
0,1,3.481873
0,1,3.483873
0,1,3.486871
0,1,3.488938
1,1,3.491021
0,1,3.492885
0,1,3.495947
0,1,3.497879
0,1,3.49987
0,1,3.50289
0,1,3.504879
0,1,3.506917
0,1,3.51893
0,1,3.52188
0,1,3.523871
1,1,3.526877
0,1,3.528872
0,1,3.531327
0,1,3.53387
0,1,3.537873
1,1,3.53988
0,1,3.542929
0,1,3.54487
0,1,3.547869
0,1,3.550886
0,1,3.554927
0,1,3.556877
1,1,3.559877
0,1,3.562013
0,1,3.563911
0,1,3.566872
0,1,3.568887
0,1,3.570874
0,1,3.573926
0,1,3.575873
0,1,3.577927
0,1,3.580982
0,1,3.582879
0,1,3.584949
0,1,3.586872
0,1,3.588923
1,1,3.591925
0,1,3.593879
1,1,3.595885
1,1,3.598887
0,1,3.600939
0,1,3.603007
1,1,3.60489
0,1,3.607934
1,1,3.60988
0,1,3.6124
0,1,3.613929
0,1,3.615928
0,1,3.618976
0,1,3.620885
0,1,3.623942
1,1,3.62587
0,1,3.627878
0,1,3.629869
0,1,3.632885
0,1,3.634941
0,1,3.636874
0,1,3.638993
0,1,3.641883
0,1,3.643912
0,1,3.64615
0,1,3.648145
0,1,3.650882
0,1,3.652929
1,1,3.654877
0,1,3.656889
0,1,3.65893
0,1,3.660928
0,1,3.66387
0,1,3.665929
0,1,3.66787
0,1,3.669886
0,1,3.671949
0,1,3.673926
0,1,3.676874
0,1,3.67887
0,1,3.680877
0,1,3.683877
0,1,3.685873
0,1,3.688467
0,1,3.689872
0,1,3.692927
0,1,3.694929
0,1,3.696931
0,1,3.700094
0,1,3.702883
0,1,3.705936
0,1,3.707881
0,1,3.709875
0,1,3.712872
0,1,3.714928
0,1,3.716878
0,1,3.718879
0,1,3.72087
0,1,3.72293
0,1,3.724928
1,1,3.727879
0,1,3.729878
0,1,3.731873
0,1,3.734609
0,1,3.736669
0,1,3.738623
0,1,3.740689
0,1,3.742629
0,1,3.745621
0,1,3.747623
1,1,3.749633
0,1,3.760615
0,1,3.763618
0,1,3.766726
0,1,3.769668
0,1,3.771617
0,1,3.773666
0,1,3.77571
0,1,3.777676
0,1,3.780618
0,1,3.782616
0,1,3.784632
0,1,3.787621
0,1,3.789672
0,1,3.792468
0,1,3.794661
0,1,3.796616
0,1,3.798617
0,1,3.801623
0,1,3.803625
0,1,3.805614
0,1,3.807682
0,1,3.809671
0,1,3.812617
0,1,3.814623
0,1,3.817679
1,1,3.81962
0,1,3.823615
0,1,3.826621
1,1,3.828627
0,1,3.830621
0,1,3.832684
0,1,3.835513
0,1,3.837544
1,1,3.839561
0,1,3.841557
0,1,3.844515
0,1,3.846504
0,1,3.848558
0,1,3.851506
0,1,3.853568
0,1,3.855499
0,1,3.857557
1,1,3.860543
0,1,3.862515
0,1,3.8645
0,1,3.866558
0,1,3.868557
0,1,3.871544
0,1,3.873506
1,1,3.875503
0,1,3.877514
0,1,3.880563
0,1,3.882579
0,1,3.8845
0,1,3.886498
0,1,3.888499
0,1,3.891504
0,1,3.893506
0,1,3.895869
1,1,3.897566
0,1,3.899559
1,1,3.902685
0,1,3.904502
0,1,3.9065
0,1,3.908509
0,1,3.910553
0,1,3.913506
0,1,3.915558
0,1,3.917557
0,1,3.919508
0,1,3.921557
0,1,3.925498
0,1,3.927509
0,1,3.929497
0,1,3.931557
0,1,3.93451
0,1,3.936561
0,1,3.938555
0,1,3.940561
0,1,3.943555
0,1,3.945499
0,1,3.948498
0,1,3.950505
0,1,3.952497
0,1,3.954497
0,1,3.956561
0,1,3.959498
0,1,3.961509
0,1,3.963975
0,1,3.966561
0,1,3.968556
0,1,3.970499
0,1,3.972499
0,1,3.9745
0,1,3.976559
0,1,3.979427
0,1,3.981507
0,1,3.983558
0,1,3.985499
0,1,3.987497
0,1,3.999369
0,1,4.001378
1,1,4.003371
0,1,4.005371
0,1,4.008379
1,1,4.010409
0,1,4.012378
0,1,4.015367
0,1,4.017369
0,1,4.019377
0,1,4.022423
0,1,4.024369
0,1,4.026369
0,1,4.029497
0,1,4.031389
0,1,4.034379
0,1,4.03637
0,1,4.038409
0,1,4.040374
1,1,4.04337
0,1,4.045408
1,1,4.047753
1,1,4.049368
0,1,4.051371
0,1,4.05438
0,1,4.056427
0,1,4.058373
0,1,4.060432
1,1,4.06337
0,1,4.065426
0,1,4.067377
0,1,4.069379
0,1,4.072381
0,1,4.07437
1,1,4.076384
0,1,4.079011
0,1,4.080429
0,1,4.083378
1,1,4.085437
0,1,4.087387
0,1,4.090436
0,1,4.09238
0,1,4.094379
0,1,4.096374
0,1,4.09837
0,1,4.10037
0,1,4.102371
0,1,4.105378
0,1,4.107457
0,1,4.109519
0,1,4.111378
0,1,4.113398
0,1,4.116426
1,1,4.11842
0,1,4.120376
0,1,4.122382
0,1,4.124368
0,1,4.126371
0,1,4.129388
0,1,4.131369
0,1,4.133377
0,1,4.135379
0,1,4.13737
0,1,4.139386
0,1,4.141375
0,1,4.143441
0,1,4.145687
0,1,4.147372
0,1,4.15037
0,1,4.152436
1,1,4.154379
0,1,4.156371
0,1,4.158372
0,1,4.160427
0,1,4.162376
0,1,4.164372
0,1,4.166394
0,1,4.168383
0,1,4.170385
0,1,4.172416
1,1,4.174388
0,1,4.176394
0,1,4.178416
0,1,4.18038
0,1,4.18237
0,1,4.185368
0,1,4.187376
0,1,4.188425
0,1,4.191369
0,1,4.193369
0,1,4.195369
0,1,4.197375
0,1,4.199369
0,1,4.201376
0,1,4.203368
0,1,4.205383
0,1,4.207376
0,1,4.209414
0,1,4.211411
0,1,4.213375
0,1,4.223714
0,1,4.225775
0,1,4.227771
0,1,4.229776
0,1,4.231782
0,1,4.233762
0,1,4.236713
0,1,4.239157
0,1,4.241721
0,1,4.244003
0,1,4.246713
0,1,4.248715
0,1,4.251712
0,1,4.254091
0,1,4.255773
0,1,4.258764
0,1,4.261719
0,1,4.263808
0,1,4.265779
0,1,4.268721
0,1,4.270712
0,1,4.272762
0,1,4.27472
0,1,4.276769
0,1,4.278712
0,1,4.280719
0,1,4.282723
1,1,4.283727
0,1,4.285794
0,1,4.288756
1,1,4.290713
0,1,4.292723
0,1,4.294774
0,1,4.29678
0,1,4.298756
1,1,4.300756
0,1,4.30289
0,1,4.304777
0,1,4.306726
0,1,4.30971
1,1,4.311777
0,1,4.313766
0,1,4.315757
1,1,4.317722
0,1,4.319717
1,1,4.32177
0,1,4.32378
0,1,4.325719
0,1,4.327767
1,1,4.329712
0,1,4.331767
0,1,4.333711
1,1,4.335717
0,1,4.336779
0,1,4.339768
0,1,4.341768
0,1,4.343768
0,1,4.345712
0,1,4.347775
0,1,4.349713
0,1,4.351774
0,1,4.35377
0,1,4.355794
0,1,4.357722
0,1,4.359767
0,1,4.361778
0,1,4.363766
0,1,4.365777
1,1,4.366777
0,1,4.368777
0,1,4.370779
0,1,4.372783
0,1,4.374774
0,1,4.376782
0,1,4.379213
0,1,4.381718
0,1,4.382777
1,1,4.384757
0,1,4.386767
0,1,4.388769
0,1,4.390766
1,1,4.392772
0,1,4.394779
0,1,4.39678
0,1,4.398786
0,1,4.400723
0,1,4.403777
0,1,4.405778
0,1,4.407721
0,1,4.409713
0,1,4.410713
0,1,4.412751
0,1,4.414765
1,1,4.416768
0,1,4.418769
0,1,4.421757
0,1,4.423777
1,1,4.425712
0,1,4.42838
0,1,4.429784
0,1,4.440713
0,1,4.443759
0,1,4.445899
0,1,4.447768
0,1,4.450713
0,1,4.452715
0,1,4.454787
0,1,4.45772
1,1,4.45972
0,1,4.461726
0,1,4.464779
0,1,4.466714
0,1,4.468713
1,1,4.471281
0,1,4.473781
0,1,4.475722
0,1,4.47778
0,1,4.479846
0,1,4.481783
0,1,4.484721
0,1,4.48695
1,1,4.488775
0,1,4.491714
0,1,4.493726
0,1,4.495721
0,1,4.498727
0,1,4.500787
0,1,4.502721
0,1,4.504773
0,1,4.507713
0,1,4.509723
0,1,4.511722
0,1,4.513933
0,1,4.515725
0,1,4.518719
0,1,4.520773
0,1,4.522727
0,1,4.525264
0,1,4.527713
0,1,4.530725
0,1,4.53274
0,1,4.534711
0,1,4.537187
0,1,4.540186
0,1,4.542186
0,1,4.545187
0,1,4.547191
1,1,4.550198
0,1,4.55276
1,1,4.55419
0,1,4.557247
0,1,4.559195
0,1,4.562199
1,1,4.564258
1,1,4.567202
0,1,4.569198
0,1,4.571513
0,1,4.57321
0,1,4.576202
0,1,4.578245
0,1,4.580195
0,1,4.582248
0,1,4.584521
0,1,4.587193
0,1,4.58919
0,1,4.59119
0,1,4.593254
0,1,4.59619
0,1,4.598193
0,1,4.600193
0,1,4.603195
0,1,4.605219
0,1,4.608188
1,1,4.611187
1,1,4.614212
0,1,4.617201
0,1,4.620193
0,1,4.622269
0,1,4.624194
0,1,4.62725
0,1,4.630203
0,1,4.633191
0,1,4.635191
0,1,4.63825
0,1,4.641241
0,1,4.64319
0,1,4.647196
1,1,4.649272
0,1,4.6522
1,1,4.654245
0,1,4.656187
0,1,4.658187
1,1,4.660506
0,1,4.663194
0,1,4.665187
0,1,4.667188
0,1,4.669389
1,1,4.671273
0,1,4.673247
0,1,4.676258
0,1,4.687198
0,1,4.689241
0,1,4.69119
0,1,4.694235
0,1,4.696195
0,1,4.69819
0,1,4.700248
0,1,4.702255
0,1,4.704544
0,1,4.707189
0,1,4.709188
0,1,4.711231
0,1,4.71325
0,1,4.716211
0,1,4.718198
0,1,4.720196
0,1,4.722203
0,1,4.725256
0,1,4.727247
0,1,4.729189
0,1,4.731256
0,1,4.734199
0,1,4.736188
0,1,4.73819
0,1,4.740241
0,1,4.742248
0,1,4.744248
0,1,4.746192
0,1,4.748247
0,1,4.751249
0,1,4.753256
0,1,4.755195
0,1,4.757256
0,1,4.760195
0,1,4.762338
0,1,4.764185
0,1,4.766195
0,1,4.768198
0,1,4.770199
0,1,4.772192
0,1,4.774201
0,1,4.776194
0,1,4.778257
0,1,4.780194
0,1,4.782193
0,1,4.784238
0,1,4.786187
0,1,4.788188
0,1,4.790205
1,1,4.792193
0,1,4.794188
0,1,4.79619
0,1,4.798187
0,1,4.800188
0,1,4.801517
0,1,4.803252
0,1,4.805255
0,1,4.80719
0,1,4.810237
0,1,4.812187
0,1,4.814188
0,1,4.816188
0,1,4.81819
0,1,4.82027
0,1,4.822254
0,1,4.825195
0,1,4.828253
0,1,4.832295
0,1,4.834578
0,1,4.836255
0,1,4.838252
0,1,4.84019
0,1,4.843197
0,1,4.845249
0,1,4.84819
0,1,4.850191
0,1,4.852186
0,1,4.854286
0,1,4.856419
0,1,4.859194
1,1,4.861257
0,1,4.864189
0,1,4.867187
0,1,4.869677
0,1,4.871199
0,1,4.873859
1,1,4.876463
0,1,4.879187
0,1,4.8812
0,1,4.883253
0,1,4.886204
0,1,4.888535
0,1,4.890202
0,1,4.892199
0,1,4.894195
0,1,4.896256
0,1,4.898309
0,1,4.900318
0,1,4.90219
0,1,4.904249
0,1,4.913189
0,1,4.915203
0,1,4.917195
1,1,4.919189
0,1,4.921193
0,1,4.923195
0,1,4.926257
0,1,4.928256
0,1,4.931242
0,1,4.933242
0,1,4.935198
0,1,4.937214
0,1,4.939953
0,1,4.941249
0,1,4.943252
0,1,4.945815
0,1,4.947221
0,1,4.950188
0,1,4.952184
1,1,4.954353
0,1,4.956188
0,1,4.958202
0,1,4.960482
0,1,4.963186
0,1,4.965189
0,1,4.967249
0,1,4.969209
0,1,4.971207
0,1,4.973244
0,1,4.975191
0,1,4.977261
1,1,4.979189
1,1,4.981258
0,1,4.983259
0,1,4.985245
0,1,4.987232
1,1,4.989245
0,1,4.991255
0,1,4.993255
1,1,4.995191
0,1,4.997254
0,1,5.000195
0,1,5.002194
0,1,5.003251
0,1,5.005196
0,1,5.007251
0,1,5.009252
0,1,5.011253
1,1,5.013193
0,1,5.016194
0,1,5.018199
0,1,5.020197
0,1,5.02219
0,1,5.024231
0,1,5.026201
0,1,5.028195
0,1,5.030194
0,1,5.032202
0,1,5.034191
0,1,5.03655
0,1,5.037631
0,1,5.039628
0,1,5.041629
0,1,5.043629
0,1,5.045772
0,1,5.048573
0,1,5.050605
1,1,5.05258
0,1,5.054632
0,1,5.056629
0,1,5.058633
0,1,5.060581
0,1,5.062286
0,1,5.064578
0,1,5.065632
0,1,5.068629
0,1,5.06963
1,1,5.072475
0,1,5.074583
0,1,5.076619
0,1,5.077627
0,1,5.080587
0,1,5.082578
0,1,5.083637
0,1,5.085642
0,1,5.087639
0,1,5.090586
0,1,5.092576
0,1,5.094617
1,1,5.095574
0,1,5.097631
0,1,5.099626
0,1,5.101631
0,1,5.103628
0,1,5.106616
0,1,5.108572
0,1,5.110589
0,1,5.112698
1,1,5.114642
0,1,5.116642
0,1,5.127228
0,1,5.130228
0,1,5.132225
0,1,5.134232
0,1,5.13624
1,1,5.138229
0,1,5.140232
0,1,5.142232
0,1,5.144727
0,1,5.146334
0,1,5.148282
0,1,5.150424
1,1,5.152284
0,1,5.155236
0,1,5.157235
0,1,5.159234
0,1,5.161238
0,1,5.163236
0,1,5.166239
0,1,5.169225
0,1,5.173236
0,1,5.175238
0,1,5.177228
0,1,5.180231
0,1,5.182238
0,1,5.184227
0,1,5.186295
0,1,5.18823
1,1,5.190227
0,1,5.192236
0,1,5.194291
0,1,5.196223
0,1,5.199268
0,1,5.201228
0,1,5.203229
0,1,5.205234
0,1,5.207232
0,1,5.209236
1,1,5.211234
0,1,5.213225
0,1,5.215288
0,1,5.217237
0,1,5.219231
0,1,5.221229
0,1,5.223226
0,1,5.225234
0,1,5.227405
1,1,5.229225
0,1,5.231271
0,1,5.233278
0,1,5.235277
0,1,5.237254
1,1,5.239297
0,1,5.241229
0,1,5.243227
0,1,5.245227
0,1,5.247272
0,1,5.249226
0,1,5.251246
0,1,5.253229
1,1,5.255295
0,1,5.257239
0,1,5.259286
0,1,5.261227
0,1,5.264227
0,1,5.266224
0,1,5.268234
0,1,5.270291
0,1,5.272224
0,1,5.274231
1,1,5.275295
0,1,5.278224
0,1,5.280317
1,1,5.283235
0,1,5.285254
0,1,5.287415
0,1,5.289234
0,1,5.29124
0,1,5.293228
0,1,5.296231
0,1,5.298233
0,1,5.30029
0,1,5.302294
1,1,5.304286
0,1,5.306293
0,1,5.308243
0,1,5.310272
0,1,5.312547
0,1,5.316227
0,1,5.318299
0,1,5.321233
0,1,5.323234
0,1,5.325377
0,1,5.327427
0,1,5.329229
0,1,5.332233
0,1,5.335235
0,1,5.338231
0,1,5.340227
0,1,5.342227
1,1,5.35362
0,1,5.356228
0,1,5.358228
0,1,5.360344
0,1,5.364227
0,1,5.366615
0,1,5.368276
1,1,5.370227
0,1,5.373237
1,1,5.376237
0,1,5.37923
0,1,5.381684
1,1,5.384245
0,1,5.387245
0,1,5.389231
1,1,5.392226
0,1,5.394315
0,1,5.39624
0,1,5.400233
1,1,5.402235
0,1,5.405282
0,1,5.407411
0,1,5.409231
1,1,5.411232
0,1,5.413229
0,1,5.41623
0,1,5.419284
0,1,5.422224
0,1,5.424234
0,1,5.426233
0,1,5.428232
0,1,5.430231
0,1,5.433231
0,1,5.436236
1,1,5.439297
1,1,5.441303
0,1,5.44323
0,1,5.44588
0,1,5.448349
0,1,5.451225
0,1,5.454236
0,1,5.456232
0,1,5.458336
0,1,5.460226
0,1,5.46227
0,1,5.464235
0,1,5.467624
0,1,5.470741
0,1,5.473233
