# {"t_start": 1657922735.2052042, "env_id": null} 
r,l,t
0,1,1.828643
0,1,1.83068
1,1,1.832702
1,1,1.835531
0,1,1.837432
1,1,1.84006
0,1,1.842139
0,1,1.84406
0,1,1.846046
1,1,1.848963
0,1,1.851217
0,1,1.852996
1,1,1.855017
0,1,1.858009
1,1,1.861017
1,1,1.863024
1,1,1.865952
0,1,1.867953
0,1,1.871256
1,1,1.874245
0,1,1.876248
1,1,1.879179
0,1,1.881255
0,1,1.884611
1,1,1.887183
0,1,1.889095
0,1,1.891018
1,1,1.893028
1,1,1.895061
1,1,1.897063
0,1,1.900227
0,1,1.902215
0,1,1.904526
0,1,1.907272
1,1,1.909219
0,1,1.91122
0,1,1.924002
1,1,1.925955
0,1,1.928998
0,1,1.930931
0,1,1.93376
0,1,1.935824
0,1,1.937327
0,1,1.940335
0,1,1.94333
0,1,1.945319
1,1,1.948278
0,1,1.950976
1,1,1.952933
1,1,1.955935
0,1,1.958255
0,1,1.960943
0,1,1.962928
0,1,1.966025
0,1,1.968927
1,1,1.971926
1,1,1.973926
0,1,1.975926
0,1,1.977925
1,1,1.980609
1,1,1.982764
1,1,1.984614
0,1,1.986925
0,1,1.989491
0,1,1.991437
1,1,1.993437
0,1,1.995481
1,1,1.997429
1,1,1.999761
0,1,2.0018
0,1,2.00383
1,1,2.005803
0,1,2.007835
0,1,2.009849
1,1,2.011804
0,1,2.013834
0,1,2.015838
0,1,2.017877
1,1,2.020804
0,1,2.02283
0,1,2.024848
0,1,2.02779
0,1,2.029372
1,1,2.031902
1,1,2.033758
1,1,2.036227
1,1,2.038102
1,1,2.041102
0,1,2.043102
1,1,2.045091
0,1,2.0481
0,1,2.050435
0,1,2.053264
0,1,2.056254
0,1,2.058961
0,1,2.06092
0,1,2.06297
0,1,2.06592
1,1,2.067963
1,1,2.070114
1,1,2.072143
0,1,2.074097
0,1,2.076149
0,1,2.078858
0,1,2.081915
0,1,2.083848
0,1,2.08607
0,1,2.089136
0,1,2.090994
1,1,2.094198
0,1,2.096582
0,1,2.097922
1,1,2.101589
0,1,2.104676
0,1,2.106547
0,1,2.108921
0,1,2.111894
1,1,2.113898
0,1,2.117937
0,1,2.121088
0,1,2.122955
0,1,2.125899
1,1,2.12789
1,1,2.130689
0,1,2.132689
1,1,2.134738
1,1,2.13798
1,1,2.140718
0,1,2.143236
0,1,2.14498
0,1,2.14797
1,1,2.150076
0,1,2.151961
1,1,2.153962
1,1,2.15702
0,1,2.159023
0,1,2.170556
1,1,2.172975
0,1,2.174905
1,1,2.175915
0,1,2.177915
1,1,2.179866
0,1,2.181866
0,1,2.183869
0,1,2.185881
0,1,2.187875
0,1,2.188868
1,1,2.190866
0,1,2.191915
1,1,2.193915
1,1,2.19592
1,1,2.197598
1,1,2.199284
0,1,2.200318
1,1,2.203312
0,1,2.20436
1,1,2.206381
0,1,2.208315
0,1,2.20936
0,1,2.211354
1,1,2.212357
0,1,2.213359
0,1,2.215309
0,1,2.217557
0,1,2.219016
0,1,2.221013
0,1,2.222015
0,1,2.224282
1,1,2.224966
0,1,2.226965
0,1,2.228738
1,1,2.230399
1,1,2.231338
0,1,2.233316
0,1,2.234288
1,1,2.236263
1,1,2.23828
0,1,2.240027
0,1,2.241026
0,1,2.243025
1,1,2.244028
0,1,2.245028
0,1,2.247075
0,1,2.248078
0,1,2.250093
0,1,2.251328
0,1,2.253247
0,1,2.255095
0,1,2.25615
1,1,2.258096
0,1,2.259153
0,1,2.261139
1,1,2.262149
1,1,2.263149
1,1,2.265139
1,1,2.267091
1,1,2.268141
0,1,2.270092
1,1,2.271104
0,1,2.273137
0,1,2.27415
0,1,2.276146
0,1,2.277148
0,1,2.279097
0,1,2.280143
1,1,2.281093
0,1,2.283141
1,1,2.285097
0,1,2.286143
0,1,2.288152
0,1,2.290095
0,1,2.291148
1,1,2.292151
1,1,2.294092
1,1,2.295552
0,1,2.297098
0,1,2.298148
1,1,2.300291
1,1,2.301092
0,1,2.303159
0,1,2.305141
1,1,2.30615
0,1,2.308139
0,1,2.309146
0,1,2.311034
1,1,2.312088
0,1,2.313087
0,1,2.315047
0,1,2.31703
1,1,2.318091
1,1,2.320098
0,1,2.321189
1,1,2.323066
1,1,2.324089
1,1,2.326027
1,1,2.327086
0,1,2.339577
1,1,2.341405
1,1,2.344219
1,1,2.347228
0,1,2.34955
0,1,2.351589
1,1,2.353617
0,1,2.355601
0,1,2.357634
0,1,2.359652
1,1,2.36263
0,1,2.364627
0,1,2.367584
1,1,2.370875
0,1,2.372915
0,1,2.37516
1,1,2.377918
0,1,2.379719
0,1,2.382684
0,1,2.386558
0,1,2.389445
1,1,2.391596
0,1,2.393363
0,1,2.396416
0,1,2.398885
0,1,2.401116
1,1,2.402821
1,1,2.40592
1,1,2.407865
0,1,2.409827
0,1,2.411867
0,1,2.414826
0,1,2.417937
0,1,2.42029
0,1,2.421958
0,1,2.424865
0,1,2.426884
0,1,2.429089
0,1,2.431931
1,1,2.434936
0,1,2.43693
0,1,2.440066
0,1,2.441975
0,1,2.44492
1,1,2.447139
0,1,2.449463
0,1,2.452358
0,1,2.454374
1,1,2.457367
1,1,2.4593
0,1,2.461365
0,1,2.4633
0,1,2.465307
0,1,2.467521
0,1,2.470357
1,1,2.472416
0,1,2.475387
0,1,2.478009
0,1,2.479411
0,1,2.482414
0,1,2.48453
0,1,2.486476
0,1,2.48899
1,1,2.491009
0,1,2.493033
0,1,2.494985
1,1,2.497019
0,1,2.499586
0,1,2.501027
1,1,2.503029
0,1,2.506033
0,1,2.50701
0,1,2.50902
1,1,2.512014
0,1,2.514021
0,1,2.516266
1,1,2.518045
1,1,2.519646
0,1,2.52265
1,1,2.524658
0,1,2.526657
1,1,2.528657
0,1,2.530653
0,1,2.532653
1,1,2.53565
0,1,2.537432
0,1,2.540213
0,1,2.542264
1,1,2.543276
1,1,2.546278
0,1,2.548264
1,1,2.549721
1,1,2.552106
1,1,2.553809
0,1,2.555807
1,1,2.557913
1,1,2.559747
1,1,2.561803
1,1,2.563803
0,1,2.565839
1,1,2.57676
0,1,2.580203
0,1,2.582186
0,1,2.585183
1,1,2.587234
1,1,2.590547
0,1,2.593232
0,1,2.595237
1,1,2.598202
1,1,2.600444
0,1,2.603204
0,1,2.605889
0,1,2.608208
0,1,2.611194
0,1,2.613763
0,1,2.616186
0,1,2.618184
0,1,2.620356
1,1,2.62337
0,1,2.625367
1,1,2.626351
1,1,2.62835
0,1,2.630608
0,1,2.633314
0,1,2.635342
1,1,2.637423
0,1,2.639944
0,1,2.642771
0,1,2.644643
1,1,2.64717
1,1,2.649059
0,1,2.652267
0,1,2.655172
0,1,2.657489
1,1,2.659264
1,1,2.661779
0,1,2.663789
1,1,2.665795
0,1,2.667849
0,1,2.670744
1,1,2.67327
1,1,2.675216
0,1,2.67723
0,1,2.679204
0,1,2.681231
0,1,2.683892
1,1,2.685883
0,1,2.687976
0,1,2.689944
0,1,2.691887
0,1,2.693931
0,1,2.69593
0,1,2.698983
1,1,2.700954
0,1,2.703024
1,1,2.705959
0,1,2.70801
0,1,2.709954
0,1,2.712006
0,1,2.714011
0,1,2.716102
0,1,2.718155
1,1,2.723098
0,1,2.726057
0,1,2.728055
0,1,2.730391
0,1,2.733331
1,1,2.735331
0,1,2.737494
1,1,2.739153
0,1,2.741061
0,1,2.744046
1,1,2.746115
0,1,2.748046
0,1,2.749571
0,1,2.752644
0,1,2.754602
1,1,2.756616
1,1,2.75866
0,1,2.760605
0,1,2.76266
0,1,2.764665
0,1,2.767599
0,1,2.769485
0,1,2.771516
0,1,2.773519
0,1,2.775518
0,1,2.778473
1,1,2.780493
0,1,2.783454
1,1,2.786028
0,1,2.78846
0,1,2.790507
0,1,2.792667
1,1,2.795553
0,1,2.797502
1,1,2.801297
0,1,2.803296
0,1,2.807304
1,1,2.810305
1,1,2.823357
1,1,2.825298
0,1,2.828357
1,1,2.830562
0,1,2.833307
1,1,2.83636
1,1,2.839371
1,1,2.841322
0,1,2.84438
0,1,2.847327
0,1,2.850017
0,1,2.85202
1,1,2.854096
0,1,2.857067
0,1,2.859021
0,1,2.86207
0,1,2.864282
1,1,2.867018
0,1,2.869081
1,1,2.873023
0,1,2.875078
1,1,2.878073
0,1,2.880019
0,1,2.882088
1,1,2.885043
0,1,2.888071
1,1,2.890027
0,1,2.893026
0,1,2.895076
0,1,2.89702
0,1,2.899374
0,1,2.902579
0,1,2.904457
1,1,2.908413
1,1,2.909969
0,1,2.912874
1,1,2.916553
1,1,2.920002
0,1,2.922874
0,1,2.925873
0,1,2.928884
0,1,2.932103
0,1,2.935199
0,1,2.937137
0,1,2.941226
0,1,2.943222
1,1,2.946239
0,1,2.949173
0,1,2.951229
1,1,2.953549
1,1,2.955237
0,1,2.959219
0,1,2.961356
0,1,2.963976
0,1,2.966509
0,1,2.968962
0,1,2.97195
0,1,2.974841
1,1,2.977839
1,1,2.980837
0,1,2.982994
0,1,2.985882
0,1,2.987836
0,1,2.98985
1,1,2.992877
0,1,2.99488
0,1,2.997875
0,1,3.001857
1,1,3.003837
0,1,3.006829
0,1,3.008913
0,1,3.011828
0,1,3.013897
1,1,3.016179
1,1,3.018832
0,1,3.021827
0,1,3.024831
0,1,3.027835
0,1,3.030696
0,1,3.032698
1,1,3.034756
0,1,3.037703
1,1,3.03941
0,1,3.04254
0,1,3.045315
0,1,3.047277
0,1,3.04947
0,1,3.051554
1,1,3.055646
0,1,3.057552
0,1,3.059084
1,1,3.061117
0,1,3.0641
0,1,3.06705
1,1,3.069311
1,1,3.072969
0,1,3.075328
0,1,3.077337
0,1,3.080289
0,1,3.082336
1,1,3.091954
0,1,3.095959
1,1,3.098007
1,1,3.100961
0,1,3.103965
0,1,3.107006
0,1,3.109957
0,1,3.112007
0,1,3.113997
1,1,3.116964
0,1,3.119406
0,1,3.122338
1,1,3.124335
1,1,3.127337
0,1,3.128336
1,1,3.131539
0,1,3.135539
1,1,3.13754
0,1,3.1397
1,1,3.142789
1,1,3.145788
0,1,3.14774
1,1,3.151484
0,1,3.154535
1,1,3.157496
0,1,3.159932
0,1,3.16293
0,1,3.165196
0,1,3.167935
0,1,3.170014
0,1,3.174063
0,1,3.176939
0,1,3.179053
1,1,3.182033
0,1,3.186033
1,1,3.188012
0,1,3.192141
0,1,3.195146
0,1,3.197274
0,1,3.20029
0,1,3.204218
1,1,3.207663
0,1,3.210335
0,1,3.213339
0,1,3.216208
1,1,3.218206
1,1,3.222595
0,1,3.225523
1,1,3.229517
0,1,3.232578
0,1,3.234518
0,1,3.238521
0,1,3.241398
1,1,3.244403
1,1,3.24644
1,1,3.248994
0,1,3.251929
1,1,3.255036
0,1,3.256973
1,1,3.260131
1,1,3.262132
1,1,3.264139
0,1,3.266449
1,1,3.269075
0,1,3.272241
0,1,3.274079
1,1,3.276077
1,1,3.278133
0,1,3.280266
0,1,3.283266
0,1,3.285282
0,1,3.287509
0,1,3.289184
0,1,3.29114
1,1,3.293134
1,1,3.295141
1,1,3.298146
1,1,3.301304
0,1,3.30314
0,1,3.306131
0,1,3.309134
0,1,3.311074
1,1,3.313132
1,1,3.315084
0,1,3.318083
0,1,3.320287
1,1,3.322339
1,1,3.324349
0,1,3.326339
1,1,3.328339
1,1,3.330597
0,1,3.333282
0,1,3.336341
0,1,3.340293
0,1,3.342442
0,1,3.346323
1,1,3.348325
0,1,3.350651
0,1,3.353628
0,1,3.356673
0,1,3.368501
0,1,3.370666
0,1,3.373098
1,1,3.375094
0,1,3.378106
0,1,3.380156
0,1,3.382102
0,1,3.384094
1,1,3.386093
0,1,3.389095
0,1,3.392101
1,1,3.39414
0,1,3.396095
0,1,3.39811
1,1,3.401241
1,1,3.404248
0,1,3.406296
0,1,3.408238
0,1,3.410306
0,1,3.412517
0,1,3.414529
1,1,3.417237
0,1,3.419297
1,1,3.422293
0,1,3.424231
1,1,3.426232
1,1,3.42827
0,1,3.430521
0,1,3.433229
0,1,3.43522
1,1,3.437229
1,1,3.440066
1,1,3.442067
1,1,3.444021
0,1,3.446018
0,1,3.447867
0,1,3.451093
1,1,3.4531
0,1,3.455153
0,1,3.457165
0,1,3.459095
0,1,3.461233
1,1,3.463976
0,1,3.46599
0,1,3.468086
1,1,3.471978
1,1,3.473978
1,1,3.477496
0,1,3.479613
0,1,3.482829
1,1,3.485694
0,1,3.48865
1,1,3.490652
0,1,3.492643
1,1,3.49465
0,1,3.496696
0,1,3.498649
0,1,3.501174
0,1,3.503176
0,1,3.505243
1,1,3.507234
1,1,3.509249
0,1,3.511219
0,1,3.513176
1,1,3.515236
0,1,3.517231
0,1,3.519921
1,1,3.522904
1,1,3.526079
1,1,3.527963
0,1,3.530422
0,1,3.532214
1,1,3.534904
1,1,3.53768
0,1,3.541012
1,1,3.543977
0,1,3.546813
0,1,3.549218
0,1,3.551261
1,1,3.553257
0,1,3.556301
0,1,3.558305
0,1,3.561437
0,1,3.563259
0,1,3.565248
0,1,3.567306
0,1,3.57017
0,1,3.572236
0,1,3.57423
0,1,3.577169
0,1,3.578883
1,1,3.580909
0,1,3.583852
1,1,3.585849
0,1,3.587875
0,1,3.590604
1,1,3.59202
0,1,3.594021
0,1,3.596019
1,1,3.599028
0,1,3.60726
1,1,3.609244
0,1,3.611245
0,1,3.614193
0,1,3.616193
1,1,3.619077
1,1,3.622007
0,1,3.624007
1,1,3.626007
0,1,3.629008
0,1,3.630994
0,1,3.633994
1,1,3.635991
0,1,3.639017
1,1,3.641964
1,1,3.643962
0,1,3.646966
0,1,3.650016
1,1,3.652072
1,1,3.655074
0,1,3.658011
0,1,3.660605
1,1,3.662536
0,1,3.665026
1,1,3.667013
0,1,3.66908
1,1,3.67172
1,1,3.673715
0,1,3.675777
0,1,3.677772
0,1,3.679717
0,1,3.681528
0,1,3.68467
0,1,3.686521
0,1,3.688568
0,1,3.690617
0,1,3.693
1,1,3.694581
1,1,3.696567
0,1,3.698567
1,1,3.701847
1,1,3.703592
0,1,3.705741
1,1,3.707577
0,1,3.710525
0,1,3.712579
0,1,3.714522
0,1,3.71652
0,1,3.719362
0,1,3.722324
0,1,3.726365
0,1,3.728384
0,1,3.730949
1,1,3.73331
0,1,3.73631
0,1,3.73831
1,1,3.740677
0,1,3.742401
0,1,3.745389
0,1,3.747447
0,1,3.750127
1,1,3.752043
0,1,3.754051
0,1,3.756109
0,1,3.758105
0,1,3.760565
0,1,3.762106
0,1,3.764113
1,1,3.767044
0,1,3.769058
0,1,3.771073
0,1,3.773068
0,1,3.775068
0,1,3.777063
0,1,3.77902
0,1,3.782031
0,1,3.784022
0,1,3.78608
0,1,3.788081
0,1,3.790525
0,1,3.792016
0,1,3.794064
0,1,3.796034
0,1,3.798011
0,1,3.802018
0,1,3.804022
0,1,3.806079
1,1,3.808015
0,1,3.811025
1,1,3.813072
0,1,3.816019
0,1,3.818017
1,1,3.820589
0,1,3.823123
1,1,3.825052
0,1,3.827117
0,1,3.829128
1,1,3.831102
0,1,3.834052
0,1,3.836097
0,1,3.847202
1,1,3.849431
0,1,3.851457
0,1,3.854506
0,1,3.857516
0,1,3.859291
1,1,3.861815
1,1,3.863297
0,1,3.866226
1,1,3.868213
1,1,3.87122
0,1,3.87326
0,1,3.876198
0,1,3.878261
0,1,3.880625
0,1,3.883215
0,1,3.886211
1,1,3.889266
1,1,3.891248
0,1,3.893264
1,1,3.895249
0,1,3.897197
0,1,3.899271
0,1,3.902577
0,1,3.904359
0,1,3.906359
0,1,3.908354
1,1,3.911303
1,1,3.914304
1,1,3.917715
0,1,3.920603
0,1,3.922357
1,1,3.925352
1,1,3.927367
1,1,3.929319
0,1,3.931352
1,1,3.9333
1,1,3.935379
0,1,3.937305
0,1,3.940461
0,1,3.942462
0,1,3.944463
0,1,3.946403
1,1,3.948447
0,1,3.95095
0,1,3.952948
1,1,3.955949
0,1,3.957959
0,1,3.960229
1,1,3.962995
1,1,3.96598
1,1,3.968981
0,1,3.971
1,1,3.973985
0,1,3.976172
0,1,3.977983
1,1,3.980952
0,1,3.984086
0,1,3.986967
0,1,3.990115
0,1,3.993103
1,1,3.995161
0,1,3.998105
0,1,4.001047
0,1,4.00448
0,1,4.006099
0,1,4.009089
1,1,4.01117
0,1,4.013174
0,1,4.015151
1,1,4.018111
0,1,4.020486
1,1,4.022379
0,1,4.024391
0,1,4.026391
0,1,4.029279
0,1,4.03224
1,1,4.035236
1,1,4.038234
1,1,4.041238
0,1,4.044319
0,1,4.046234
1,1,4.048232
1,1,4.051768
1,1,4.054652
1,1,4.056524
0,1,4.059602
0,1,4.061515
1,1,4.063277
0,1,4.06526
0,1,4.068252
0,1,4.070642
0,1,4.072179
0,1,4.074216
1,1,4.077175
1,1,4.079217
0,1,4.08119
0,1,4.08317
0,1,4.085168
1,1,4.088216
1,1,4.10087
1,1,4.10513
0,1,4.107862
1,1,4.110294
0,1,4.112854
1,1,4.115383
1,1,4.118288
0,1,4.121935
1,1,4.124433
0,1,4.126436
1,1,4.129441
1,1,4.131437
1,1,4.134437
0,1,4.136457
0,1,4.140667
1,1,4.143661
0,1,4.145663
0,1,4.148665
1,1,4.15134
0,1,4.156354
0,1,4.158334
0,1,4.161461
0,1,4.163697
0,1,4.16691
1,1,4.168907
1,1,4.17199
1,1,4.174008
0,1,4.176962
0,1,4.179143
0,1,4.181186
1,1,4.183076
1,1,4.185062
0,1,4.188051
0,1,4.190181
0,1,4.192398
0,1,4.194241
0,1,4.196229
0,1,4.199184
0,1,4.201193
0,1,4.204184
1,1,4.206237
1,1,4.20824
1,1,4.210672
1,1,4.212255
0,1,4.21436
0,1,4.217213
0,1,4.220836
0,1,4.224773
0,1,4.227769
0,1,4.230421
1,1,4.233453
0,1,4.236447
1,1,4.238498
1,1,4.241341
1,1,4.243307
0,1,4.245301
0,1,4.247335
0,1,4.24942
1,1,4.251495
0,1,4.253445
0,1,4.256635
0,1,4.258497
0,1,4.260478
1,1,4.262454
0,1,4.264574
0,1,4.266444
0,1,4.269284
1,1,4.271145
0,1,4.273206
0,1,4.275738
0,1,4.277205
0,1,4.28086
1,1,4.282408
0,1,4.28538
0,1,4.288435
0,1,4.290379
0,1,4.292755
0,1,4.29445
0,1,4.296384
0,1,4.298445
0,1,4.301504
1,1,4.303452
1,1,4.305452
1,1,4.308228
0,1,4.31046
0,1,4.312507
1,1,4.314464
0,1,4.316452
1,1,4.319458
0,1,4.322593
0,1,4.324451
0,1,4.327121
1,1,4.329058
1,1,4.331046
0,1,4.334177
0,1,4.336047
0,1,4.339042
0,1,4.340209
1,1,4.343211
0,1,4.34521
1,1,4.354655
0,1,4.356645
0,1,4.358656
0,1,4.361658
0,1,4.363661
0,1,4.366778
0,1,4.368595
1,1,4.371293
0,1,4.373252
0,1,4.375245
0,1,4.377314
0,1,4.380256
0,1,4.382736
0,1,4.385252
0,1,4.387245
0,1,4.390096
0,1,4.392108
1,1,4.394154
1,1,4.397163
0,1,4.399212
0,1,4.401312
0,1,4.403294
0,1,4.406258
0,1,4.408254
0,1,4.410419
1,1,4.412254
1,1,4.414291
0,1,4.418263
0,1,4.420627
0,1,4.422184
0,1,4.424931
0,1,4.427202
0,1,4.429181
1,1,4.431134
0,1,4.433134
0,1,4.435201
0,1,4.43721
1,1,4.439181
0,1,4.441181
0,1,4.443193
0,1,4.445192
0,1,4.448193
0,1,4.450377
0,1,4.453138
0,1,4.455199
1,1,4.457267
1,1,4.459308
0,1,4.461472
1,1,4.463382
0,1,4.46541
0,1,4.467378
1,1,4.471046
0,1,4.472864
0,1,4.475871
1,1,4.477918
1,1,4.479914
1,1,4.481919
1,1,4.483862
1,1,4.486186
0,1,4.488861
1,1,4.490868
1,1,4.49287
1,1,4.494908
0,1,4.496929
0,1,4.49886
0,1,4.500862
0,1,4.502861
0,1,4.504918
0,1,4.50803
0,1,4.510533
0,1,4.51279
0,1,4.514585
1,1,4.516581
0,1,4.519032
0,1,4.521154
1,1,4.523032
1,1,4.524989
0,1,4.527044
0,1,4.528982
1,1,4.532037
0,1,4.534235
1,1,4.53606
1,1,4.538042
1,1,4.540161
1,1,4.542217
1,1,4.544218
1,1,4.546217
1,1,4.549166
0,1,4.551104
0,1,4.553108
1,1,4.556104
0,1,4.558105
0,1,4.560435
1,1,4.562153
0,1,4.565151
1,1,4.567114
0,1,4.569824
0,1,4.571838
0,1,4.57397
0,1,4.57583
1,1,4.58784
0,1,4.590833
0,1,4.593058
0,1,4.595848
1,1,4.597836
0,1,4.601759
0,1,4.604883
1,1,4.606872
1,1,4.609383
0,1,4.612333
0,1,4.614303
0,1,4.617521
0,1,4.620007
0,1,4.623008
0,1,4.625006
1,1,4.628477
0,1,4.63104
0,1,4.634167
0,1,4.636055
0,1,4.639052
0,1,4.642047
1,1,4.644381
0,1,4.647047
1,1,4.64924
1,1,4.651878
1,1,4.654436
0,1,4.65648
1,1,4.659379
0,1,4.661462
1,1,4.663408
0,1,4.665561
0,1,4.667408
0,1,4.670318
0,1,4.673
0,1,4.675135
0,1,4.676942
0,1,4.678951
0,1,4.680956
0,1,4.682946
1,1,4.685003
1,1,4.687989
0,1,4.689944
1,1,4.69195
0,1,4.69399
0,1,4.695951
1,1,4.697944
1,1,4.700484
1,1,4.703483
1,1,4.705491
0,1,4.708128
1,1,4.709985
0,1,4.712983
0,1,4.714505
0,1,4.717561
0,1,4.720878
0,1,4.723897
1,1,4.727885
0,1,4.730604
0,1,4.73285
1,1,4.735844
0,1,4.737839
0,1,4.740616
0,1,4.741885
1,1,4.743896
0,1,4.745888
0,1,4.747839
0,1,4.750885
1,1,4.75289
0,1,4.754915
0,1,4.756858
0,1,4.759114
0,1,4.760912
0,1,4.762897
1,1,4.765841
0,1,4.767842
1,1,4.770853
0,1,4.772847
0,1,4.774842
0,1,4.77684
0,1,4.77885
0,1,4.780839
1,1,4.782837
0,1,4.785206
0,1,4.787851
1,1,4.78984
0,1,4.791841
0,1,4.793886
0,1,4.796841
1,1,4.798836
0,1,4.801036
0,1,4.802839
0,1,4.805852
1,1,4.807839
0,1,4.810569
0,1,4.812676
1,1,4.815557
0,1,4.817641
1,1,4.82044
0,1,4.824586
1,1,4.827384
1,1,4.838908
0,1,4.840957
0,1,4.843895
0,1,4.846925
0,1,4.849318
0,1,4.852481
0,1,4.855062
0,1,4.857235
1,1,4.860065
0,1,4.863014
1,1,4.865678
0,1,4.868011
0,1,4.871132
0,1,4.874118
1,1,4.876119
0,1,4.878131
1,1,4.88018
1,1,4.883126
1,1,4.886517
1,1,4.889132
0,1,4.891172
0,1,4.893129
1,1,4.896135
0,1,4.89934
0,1,4.902076
0,1,4.904019
1,1,4.907021
0,1,4.910029
1,1,4.91202
0,1,4.91402
0,1,4.917611
0,1,4.920034
0,1,4.922018
0,1,4.925021
0,1,4.928017
0,1,4.93042
0,1,4.93235
1,1,4.935071
0,1,4.937063
0,1,4.939991
0,1,4.942049
1,1,4.944026
0,1,4.946028
1,1,4.949247
1,1,4.952522
1,1,4.954949
0,1,4.958246
1,1,4.960473
0,1,4.963465
0,1,4.965666
0,1,4.968975
1,1,4.970965
0,1,4.973912
0,1,4.975921
0,1,4.977915
1,1,4.980158
0,1,4.982278
1,1,4.984319
1,1,4.987072
0,1,4.98911
1,1,4.991328
0,1,4.994065
0,1,4.996082
0,1,4.998111
0,1,5.000296
0,1,5.002365
0,1,5.005364
0,1,5.0073
0,1,5.009305
0,1,5.011346
1,1,5.013357
1,1,5.015365
0,1,5.018293
0,1,5.020113
1,1,5.023162
1,1,5.0256
0,1,5.027115
0,1,5.030071
0,1,5.03206
0,1,5.034115
0,1,5.036059
0,1,5.03926
1,1,5.041352
1,1,5.043288
0,1,5.045334
1,1,5.047287
1,1,5.050522
0,1,5.052571
0,1,5.05551
1,1,5.05756
0,1,5.059517
1,1,5.061561
1,1,5.063555
0,1,5.065576
0,1,5.06838
0,1,5.071226
1,1,5.073042
0,1,5.074986
0,1,5.077032
0,1,5.078042
0,1,5.089903
0,1,5.091879
0,1,5.093872
1,1,5.095866
0,1,5.097866
0,1,5.10231
1,1,5.104868
0,1,5.106874
1,1,5.108989
0,1,5.110954
0,1,5.112948
1,1,5.115941
0,1,5.11857
0,1,5.121167
1,1,5.123128
0,1,5.125177
0,1,5.12813
1,1,5.130561
1,1,5.134169
0,1,5.137161
0,1,5.140135
0,1,5.141954
1,1,5.143945
1,1,5.145951
0,1,5.147596
1,1,5.150872
0,1,5.153018
0,1,5.155864
0,1,5.157861
0,1,5.159902
0,1,5.161925
0,1,5.163924
0,1,5.166859
0,1,5.168914
1,1,5.170913
0,1,5.172868
0,1,5.175866
0,1,5.176924
0,1,5.178926
1,1,5.18093
0,1,5.18286
1,1,5.18586
0,1,5.18786
0,1,5.18986
0,1,5.192859
0,1,5.194859
1,1,5.196857
0,1,5.199227
0,1,5.201425
