# {"t_start": 1658239102.0322807, "env_id": null} 
r,l,t
3,3,0.960977
0,6,0.963979
2,4,0.965978
1,3,0.966985
-1,7,0.970978
1,1,0.970978
1,1,0.971977
-1,1,0.971977
1,5,0.975005
1,1,0.975005
-1,1,0.975987
-1,1,0.976642
1,3,0.977991
-1,1,0.977991
1,3,0.980022
-1,1,0.980022
1,3,0.981992
-1,1,0.981992
3,3,0.98399
1,1,0.985007
-1,1,0.985007
-1,1,0.986012
1,1,0.986012
-1,1,0.987016
2,4,0.988995
-1,1,0.988995
-1,7,0.992479
-1,1,0.993478
0,4,0.995477
-1,1,0.995477
1,3,0.997478
-1,1,0.997478
1,1,0.998477
1,1,0.998477
-1,1,0.999477
-1,1,0.999477
-1,1,1.00048
0,2,1.001476
1,1,1.001476
3,3,1.003474
2,4,1.005477
1,1,1.005477
1,1,1.006506
2,2,1.007528
1,1,1.007528
-1,1,1.00848
-1,1,1.00848
1,1,1.009477
1,3,1.011478
1,1,1.011478
0,4,1.013477
0,2,1.014477
0,2,1.015477
-2,6,1.018482
-1,5,1.021478
-1,1,1.021478
1,1,1.021478
1,1,1.022477
1,1,1.022477
-1,1,1.023504
0,2,1.024476
-1,1,1.024476
4,4,1.026477
0,2,1.027477
1,3,1.029476
3,3,1.030477
-1,5,1.033476
-1,1,1.033476
1,1,1.034485
1,5,1.036492
1,3,1.038504
0,4,1.040476
-1,1,1.040476
-1,5,1.043495
0,2,1.044477
-1,1,1.044477
1,3,1.045477
-1,5,1.048477
-1,1,1.048477
0,2,1.049477
0,2,1.050476
1,3,1.05148
3,3,1.053477
1,3,1.054477
1,1,1.055503
1,1,1.055503
-1,1,1.056504
-1,1,1.056504
-2,6,1.062668
0,2,1.063694
1,1,1.063694
-1,7,1.066669
0,4,1.068667
-2,6,1.071668
-1,1,1.072694
0,6,1.075666
1,1,1.075666
0,2,1.076666
0,4,1.078666
1,1,1.079686
1,1,1.079686
1,1,1.080666
0,2,1.081678
-1,1,1.081678
0,4,1.083682
-1,1,1.084668
2,4,1.086715
0,2,1.087762
1,1,1.087762
-1,1,1.088757
-1,7,1.091747
0,2,1.092724
-3,7,1.095725
0,6,1.098767
1,1,1.099777
2,2,1.100105
-1,1,1.101114
3,3,1.102132
-1,1,1.103114
-1,1,1.103114
1,1,1.104113
0,2,1.105113
0,2,1.105113
-1,3,1.107114
1,3,1.108114
-1,7,1.110814
2,4,1.112838
0,2,1.113813
1,1,1.113813
-1,1,1.114813
-1,1,1.114813
0,4,1.116841
0,2,1.117813
-1,3,1.119814
2,2,1.120814
-3,7,1.123815
-1,1,1.123815
1,1,1.124814
0,2,1.125815
1,1,1.125815
-1,1,1.126814
-1,1,1.126814
-1,1,1.127813
1,5,1.129814
1,1,1.129814
1,5,1.131814
0,4,1.133815
1,3,1.134813
-1,1,1.13584
1,1,1.13584
-1,1,1.136839
1,1,1.136839
-1,3,1.138832
1,1,1.138832
0,2,1.139819
1,3,1.140814
1,1,1.141813
1,1,1.141813
-1,1,1.142813
-1,5,1.144831
0,2,1.145812
2,2,1.146825
-1,1,1.146825
1,1,1.147814
1,1,1.147814
0,4,1.150814
-1,1,1.150814
-1,1,1.151813
1,3,1.152815
-1,7,1.155821
-1,3,1.157814
1,1,1.157814
0,2,1.158813
3,3,1.160829
-1,1,1.160829
3,5,1.16283
1,1,1.163814
0,4,1.165848
1,1,1.165848
1,1,1.166849
-1,1,1.166849
1,1,1.167816
1,1,1.167816
0,2,1.169815
-1,1,1.169815
-3,7,1.172813
-1,3,1.175117
0,2,1.176141
-1,1,1.178161
3,3,1.180126
-1,1,1.180126
0,2,1.182125
-1,1,1.182125
-5,7,1.186126
1,1,1.186126
0,2,1.188125
0,6,1.191126
0,2,1.191126
-1,1,1.192126
-1,1,1.193126
-1,3,1.194124
-1,1,1.194124
-1,7,1.197828
1,1,1.198837
-1,1,1.198837
1,1,1.199836
0,6,1.201837
1,1,1.202837
1,1,1.202837
1,1,1.203835
-1,1,1.203835
1,1,1.204837
-1,3,1.206086
1,1,1.206962
2,4,1.208974
-1,1,1.208974
1,1,1.209972
2,2,1.209972
1,1,1.210972
-1,5,1.212997
1,1,1.213983
1,1,1.213983
-1,1,1.21497
1,1,1.21497
-1,1,1.215973
0,2,1.216974
1,1,1.216974
-1,1,1.217972
-1,5,1.219972
1,3,1.221971
0,2,1.222971
-1,1,1.222971
-1,1,1.223972
-1,1,1.223972
0,6,1.226998
-1,7,1.230158
-1,1,1.230158
0,2,1.231156
0,4,1.233188
-1,1,1.234156
-1,1,1.234156
-1,7,1.238156
1,5,1.240162
1,3,1.241158
3,3,1.24323
2,4,1.245233
0,4,1.247231
-1,3,1.248227
-1,1,1.249228
2,2,1.249228
2,2,1.250229
-1,1,1.251228
3,3,1.253228
1,5,1.255229
1,3,1.256229
2,4,1.258256
-1,3,1.259227
-1,1,1.260241
0,2,1.261229
-1,1,1.261229
1,1,1.262228
-2,4,1.263228
1,3,1.265229
-1,1,1.265229
-1,1,1.266229
-1,1,1.266229
0,2,1.267228
2,4,1.269228
1,1,1.270228
1,1,1.270228
0,2,1.271228
-1,1,1.2725
-1,1,1.2725
-1,3,1.274508
0,2,1.275507
1,5,1.277509
-1,1,1.277509
-1,1,1.278509
0,2,1.279509
0,2,1.280509
2,2,1.281509
-1,1,1.281509
-1,1,1.282509
1,1,1.282509
-1,1,1.283535
1,1,1.283535
1,1,1.284509
-1,1,1.284509
-1,1,1.288512
0,2,1.289541
1,1,1.289541
0,2,1.290536
-1,1,1.291537
1,1,1.291537
0,2,1.292508
0,2,1.293509
-1,1,1.294536
-1,1,1.294536
1,3,1.296511
-1,1,1.296511
-1,1,1.297539
-1,1,1.297539
-1,3,1.299517
1,1,1.299517
-1,5,1.302526
-1,1,1.30354
3,5,1.305509
2,4,1.307536
2,4,1.309536
1,1,1.310535
0,2,1.31155
-1,1,1.31155
-1,7,1.315368
-1,1,1.315368
2,4,1.317366
-1,1,1.317366
0,2,1.318367
0,4,1.320368
1,1,1.321368
1,3,1.322397
0,2,1.323398
0,2,1.324372
-1,1,1.325369
3,3,1.32629
-1,1,1.327301
0,2,1.328297
1,3,1.329299
-1,1,1.329299
3,3,1.331326
2,4,1.333297
2,2,1.334333
-1,1,1.334333
-1,1,1.335324
-1,1,1.335324
0,4,1.337352
-1,7,1.341299
-1,1,1.341299
-1,1,1.342299
-1,1,1.342299
0,2,1.343299
1,1,1.343299
-1,1,1.344299
-1,1,1.344299
1,1,1.345326
-3,7,1.348299
0,2,1.349299
1,5,1.351299
1,1,1.3523
-1,3,1.353299
1,1,1.354299
-1,1,1.354299
-1,1,1.355299
3,3,1.356299
0,2,1.357299
-1,1,1.358299
-1,1,1.358299
1,1,1.359761
1,3,1.36111
-1,1,1.36111
-1,1,1.36211
-1,1,1.36211
1,1,1.363111
-2,6,1.365137
-1,1,1.366111
-1,1,1.366111
1,1,1.367126
-1,1,1.367126
-1,1,1.368109
1,3,1.369111
1,1,1.370306
1,5,1.372329
-3,7,1.375314
1,1,1.376338
-1,1,1.376338
-1,1,1.377315
0,2,1.378321
1,1,1.378321
2,2,1.379315
-1,1,1.380316
1,3,1.381323
-1,1,1.382315
1,1,1.382315
-1,1,1.382315
0,2,1.384315
1,1,1.384315
-1,1,1.385314
1,1,1.385314
2,4,1.387316
-1,3,1.391316
-2,4,1.392315
2,2,1.393315
1,1,1.394341
-1,1,1.394341
2,2,1.395321
-1,1,1.396316
1,1,1.396316
1,1,1.397314
2,2,1.39832
-1,1,1.39832
1,1,1.399316
1,5,1.401344
-1,1,1.402316
-1,1,1.402316
1,1,1.403316
-1,1,1.403316
2,2,1.404315
0,2,1.405315
1,1,1.40635
-1,1,1.40635
1,3,1.408341
0,4,1.410313
-1,1,1.410313
1,1,1.411347
1,1,1.411347
1,1,1.412344
-1,1,1.412869
-1,7,1.415889
-1,1,1.415889
1,1,1.416879
-1,1,1.417895
1,1,1.417895
-1,1,1.418879
-1,1,1.418879
-1,7,1.421663
-2,6,1.424663
-1,1,1.424663
2,2,1.426663
-1,1,1.426663
2,4,1.428663
0,4,1.430666
-1,1,1.430666
-1,1,1.431689
2,2,1.43269
-1,1,1.43269
-3,7,1.436663
0,2,1.437692
-1,1,1.437692
2,2,1.438691
-1,3,1.440595
2,4,1.442129
0,2,1.44313
-1,1,1.44313
-1,1,1.444158
-1,1,1.444158
0,2,1.44513
-1,1,1.446128
-1,1,1.446128
3,5,1.44913
-1,1,1.449489
-1,1,1.449489
-1,1,1.450498
1,5,1.452499
1,1,1.452499
-1,1,1.453498
-1,1,1.453498
0,6,1.456497
0,2,1.457527
-1,7,1.460524
-3,7,1.464513
-1,1,1.464513
-1,1,1.465512
1,1,1.465512
1,1,1.466498
0,2,1.467496
-1,1,1.467496
1,3,1.469496
-1,1,1.469496
3,3,1.471498
0,2,1.47253
2,2,1.473497
1,3,1.474496
1,1,1.475496
1,1,1.475496
-1,1,1.476544
-1,1,1.476544
1,5,1.479498
1,1,1.480497
-1,1,1.480497
1,1,1.481497
-1,1,1.481497
-2,4,1.483497
1,3,1.485497
-1,1,1.485497
1,5,1.487524
-1,7,1.491498
2,2,1.492499
-1,1,1.492499
-1,1,1.493498
-1,5,1.497495
-1,1,1.497495
4,4,1.499523
1,3,1.501498
0,2,1.502498
-1,1,1.503499
-1,1,1.504539
-1,1,1.504539
0,2,1.505497
2,2,1.507498
1,1,1.507498
-1,1,1.50851
1,1,1.50851
-1,3,1.509735
-1,1,1.510744
2,2,1.511747
0,2,1.512743
1,1,1.512743
3,3,1.514744
1,3,1.515743
-1,1,1.516744
-1,1,1.517744
3,5,1.519745
1,1,1.520745
1,1,1.520745
0,4,1.522759
1,1,1.523743
-1,1,1.523743
-1,1,1.524748
-1,1,1.524748
-1,1,1.525753
0,2,1.526745
2,2,1.526745
1,1,1.527743
2,2,1.528744
0,2,1.529744
-1,1,1.529744
0,6,1.532771
1,1,1.533744
1,3,1.535755
-1,1,1.535755
1,1,1.536743
-1,1,1.536743
-1,1,1.537743
0,4,1.539757
2,2,1.540744
-1,3,1.541744
-1,1,1.541744
-3,7,1.545743
-1,1,1.545743
-1,1,1.546771
-1,5,1.548744
2,2,1.549744
-2,4,1.551743
-1,1,1.551743
1,1,1.552745
1,1,1.552745
0,4,1.55466
1,1,1.555697
3,3,1.556714
-1,1,1.55767
-1,1,1.55767
-1,1,1.558669
-2,4,1.559668
0,2,1.560669
0,2,1.56167
1,1,1.56267
0,2,1.563669
-1,7,1.566697
1,3,1.56867
-1,1,1.56867
-1,1,1.569671
0,4,1.57167
-1,1,1.57167
-1,1,1.572669
-1,3,1.573697
-1,1,1.574696
2,2,1.575696
1,1,1.575696
1,1,1.576675
2,2,1.577674
-1,1,1.577674
1,1,1.578687
-1,1,1.578687
1,3,1.580684
-1,1,1.580684
2,4,1.582714
-1,1,1.583684
-1,1,1.583684
1,3,1.585719
-1,1,1.585719
-1,1,1.586698
0,4,1.588683
-1,1,1.588683
3,5,1.590682
-1,3,1.5927
2,2,1.593684
2,4,1.595711
-1,1,1.595711
-1,1,1.596684
0,2,1.599683
-1,1,1.600684
3,5,1.603684
-1,1,1.603684
-1,1,1.604685
0,2,1.604685
1,1,1.605683
2,2,1.606684
-1,1,1.607685
1,1,1.608687
1,3,1.609684
-1,1,1.610684
-1,1,1.610684
-1,1,1.611692
1,1,1.611692
1,1,1.612683
1,1,1.613685
1,3,1.614687
1,1,1.615683
0,2,1.616686
-1,1,1.616686
-1,1,1.617687
0,2,1.618684
-1,1,1.618684
0,2,1.620684
1,1,1.621698
-1,1,1.621698
1,1,1.622704
-1,3,1.624722
1,1,1.624722
-2,6,1.62869
-1,1,1.62869
-1,5,1.631714
-1,1,1.631714
-1,7,1.635683
-3,7,1.639683
0,2,1.640713
-1,1,1.640713
-1,1,1.641683
-1,1,1.641683
0,2,1.642687
-1,1,1.643691
0,4,1.645684
-1,1,1.645684
0,2,1.646713
3,3,1.648687
0,2,1.649686
1,1,1.650684
-1,1,1.651697
-1,1,1.651697
1,1,1.652684
-1,1,1.652684
1,3,1.654683
2,4,1.656687
1,3,1.658684
0,2,1.65971
1,1,1.65971
1,1,1.660683
-1,1,1.660683
-1,1,1.661683
1,1,1.661683
-1,1,1.662684
0,2,1.663682
1,3,1.664683
1,1,1.665683
3,3,1.666684
-3,7,1.670683
1,1,1.670683
3,5,1.672683
2,2,1.673683
-1,1,1.674684
1,1,1.674684
-1,1,1.675685
1,1,1.675685
-1,1,1.676683
0,2,1.677684
-1,1,1.677684
-1,1,1.678684
-1,1,1.678684
1,3,1.679683
0,2,1.680684
-1,5,1.682683
-1,1,1.682683
1,1,1.683685
0,2,1.684683
2,4,1.686688
1,1,1.686688
-1,1,1.686688
-1,1,1.687683
1,1,1.687683
0,2,1.688683
-1,1,1.689693
-1,1,1.689693
0,2,1.690684
1,1,1.690684
0,2,1.691684
0,2,1.692682
-1,1,1.693693
1,1,1.693693
1,1,1.694682
0,2,1.697684
2,2,1.698684
1,1,1.698684
1,1,1.699683
-1,1,1.699683
2,2,1.701682
-1,1,1.701682
-1,1,1.702699
1,1,1.703683
1,1,1.703683
1,3,1.705685
0,2,1.706684
-1,1,1.706684
2,2,1.707683
1,3,1.709683
3,3,1.711685
-1,1,1.711685
0,2,1.713682
-1,1,1.713682
1,1,1.714683
1,1,1.714683
-1,1,1.715711
2,6,1.719712
0,4,1.722683
-1,1,1.723685
0,2,1.724684
0,4,1.726684
-1,1,1.726684
-1,1,1.727683
1,3,1.728683
1,1,1.729683
-1,1,1.730689
1,3,1.731701
-1,1,1.732685
0,4,1.735713
-1,1,1.735713
-1,1,1.736718
1,1,1.736718
1,1,1.737684
-1,1,1.737684
2,2,1.739685
0,2,1.740683
-1,1,1.741683
-1,1,1.741683
1,1,1.742682
3,3,1.744682
-1,1,1.744682
3,5,1.747684
1,1,1.747684
0,2,1.748699
-1,1,1.749685
1,1,1.749685
1,1,1.750684
1,1,1.750684
-1,1,1.751684
1,1,1.751684
-1,1,1.752684
-1,1,1.752684
0,2,1.753695
-1,1,1.754699
-1,1,1.754699
1,1,1.755685
2,2,1.756711
-1,1,1.756711
-1,1,1.757683
-1,5,1.760686
3,3,1.761722
1,1,1.762683
-1,1,1.762683
-1,1,1.763682
-1,1,1.763682
2,2,1.764684
-1,1,1.765683
1,5,1.767701
1,1,1.768684
-1,1,1.769683
1,1,1.769683
-1,1,1.770684
2,2,1.771718
-1,1,1.771718
2,4,1.773683
1,5,1.776697
1,3,1.777684
0,2,1.778714
-1,1,1.778714
0,2,1.779684
1,1,1.780683
-1,1,1.780683
0,4,1.782684
1,1,1.782684
-1,1,1.783701
-1,1,1.783701
1,3,1.785685
-1,1,1.785685
1,1,1.786684
0,2,1.787711
0,2,1.788685
-1,1,1.788685
-1,1,1.788685
1,1,1.789684
-1,1,1.792684
0,4,1.794682
-1,1,1.794682
1,1,1.795693
1,1,1.795693
-1,1,1.796682
2,2,1.797685
1,1,1.797685
0,6,1.800684
0,2,1.801682
-1,1,1.802683
-1,1,1.803683
2,4,1.805715
-1,1,1.805715
-1,7,1.809683
1,3,1.810685
-1,3,1.812685
2,2,1.813684
1,1,1.814683
-1,1,1.814683
-2,4,1.817682
-1,1,1.817682
-1,7,1.821718
-1,1,1.821718
1,5,1.824684
-1,1,1.824684
-1,1,1.825704
1,1,1.825704
-1,1,1.826711
-1,1,1.826711
-1,1,1.827712
-1,1,1.827712
1,3,1.829683
1,1,1.829683
2,4,1.831711
-1,1,1.832683
0,2,1.833682
-1,1,1.833682
-1,1,1.834684
2,2,1.835713
1,3,1.836699
-1,1,1.837682
-1,1,1.837682
-1,1,1.838682
-1,5,1.840684
-1,3,1.841684
-1,1,1.842714
0,2,1.843277
1,1,1.844286
0,6,1.846287
-1,1,1.847287
-1,1,1.847287
-1,1,1.848315
0,2,1.848911
-1,1,1.849919
-1,1,1.849919
0,4,1.85192
-1,1,1.85292
1,3,1.85392
1,1,1.85392
-1,1,1.85492
-1,1,1.855661
0,2,1.856668
-1,1,1.856668
1,3,1.858669
1,1,1.858669
1,1,1.859669
0,2,1.860672
0,2,1.860672
3,3,1.862669
0,2,1.863697
2,2,1.864697
-1,1,1.865254
2,4,1.866266
1,1,1.867264
-1,1,1.867264
-1,1,1.868263
1,3,1.869263
1,3,1.871268
1,1,1.871268
3,3,1.873262
0,2,1.874265
1,1,1.874265
1,1,1.875261
-1,1,1.875261
1,1,1.876261
1,1,1.876261
-1,1,1.877265
1,3,1.878265
1,1,1.878265
-1,1,1.879263
3,3,1.880263
0,6,1.883272
1,5,1.885265
-1,5,1.888263
0,4,1.890319
0,2,1.891317
1,1,1.891317
1,1,1.892317
-1,1,1.892317
0,4,1.896344
-1,1,1.897331
1,1,1.897331
1,1,1.898315
1,1,1.898315
-1,1,1.899343
-1,1,1.899343
2,2,1.900316
-1,1,1.901317
-1,1,1.901317
-1,1,1.902316
1,1,1.902316
2,2,1.904317
-1,1,1.904317
-1,1,1.905314
0,2,1.906317
2,2,1.907316
1,3,1.908316
1,1,1.909342
0,2,1.910349
1,3,1.911833
-1,1,1.911833
-1,1,1.912889
0,2,1.913881
-1,1,1.913881
-1,1,1.914867
1,1,1.914867
1,3,1.916905
0,2,1.917904
-1,1,1.917904
-1,1,1.918905
1,1,1.918905
0,2,1.920905
-1,1,1.920905
-1,1,1.921904
2,2,1.922904
2,2,1.923905
-1,7,1.926904
-1,3,1.927931
-1,1,1.928926
3,3,1.929909
-1,1,1.930906
-1,1,1.930906
0,2,1.931906
-1,1,1.931906
1,1,1.932904
0,2,1.933905
1,1,1.933905
1,1,1.934927
0,2,1.935906
-1,1,1.935906
1,3,1.937905
2,2,1.937905
1,1,1.939345
1,3,1.940355
-1,1,1.940355
-1,1,1.941355
0,4,1.943399
-1,3,1.944353
0,2,1.945353
1,1,1.945353
1,1,1.946354
1,3,1.947354
-1,1,1.948644
0,2,1.948644
-1,1,1.949653
3,5,1.951653
-1,1,1.952681
0,2,1.953655
1,3,1.954652
-1,7,1.957664
-1,1,1.958661
-1,1,1.958661
-1,1,1.959652
-1,1,1.959652
-1,1,1.960654
0,6,1.962653
-1,1,1.963681
-1,1,1.963681
