# {"t_start": 1657926441.740436, "env_id": null} 
r,l,t
-1,1,3.194085
0,4,3.197085
1,1,3.198087
-1,1,3.199085
0,2,3.235086
0,2,3.237085
0,2,3.238085
-1,1,3.239087
-1,1,3.283093
-1,1,3.284085
-1,1,3.285092
0,2,3.287086
0,4,3.327086
1,1,3.327086
0,2,3.329085
-1,7,3.365086
-1,1,3.366085
-1,3,3.401085
-1,1,3.401085
-1,1,3.402085
2,2,3.404086
2,2,3.444086
4,4,3.448085
-1,1,3.449085
0,2,3.497085
1,1,3.498085
-1,1,3.499086
1,1,3.500086
1,1,3.500086
-1,1,3.501085
1,3,3.54009
1,1,3.54009
-1,1,3.542098
-1,1,3.543089
-1,3,3.587086
0,2,3.589086
1,3,3.594103
-1,1,3.596086
0,4,3.643086
0,2,3.645085
-1,1,3.646086
1,1,3.688086
1,1,3.689087
-1,1,3.690094
2,2,3.69209
1,3,3.730087
-1,1,3.731086
-1,1,3.733087
-1,1,3.733087
-1,1,3.734086
-1,1,3.735087
1,3,3.775088
1,1,3.776084
2,2,3.777085
-1,1,3.778085
0,2,3.815085
-1,1,3.816085
0,2,3.817085
-1,1,3.818086
2,2,3.819085
1,1,3.857101
4,4,3.861085
2,2,3.8631
2,2,3.901085
0,2,3.903085
0,2,3.904085
-1,1,3.905085
-1,1,3.955085
-1,1,3.956087
0,2,3.958089
-1,1,3.95909
-1,1,3.960085
-2,4,4.005086
1,3,4.008088
2,2,4.049084
1,1,4.050085
1,1,4.051085
-1,1,4.051085
0,2,4.053085
-1,1,4.053085
-1,1,4.099105
0,2,4.101085
0,2,4.103087
-1,1,4.104085
-1,1,4.105084
-1,3,4.150085
0,2,4.151085
1,1,4.152086
-1,7,4.196084
0,2,4.233085
0,2,4.234085
1,1,4.235085
3,5,4.277084
-1,1,4.277084
1,1,4.278084
1,1,4.279084
2,2,4.280084
1,3,4.319117
-1,1,4.320117
2,2,4.321116
1,1,4.322117
0,4,4.369116
3,3,4.371115
3,3,4.42013
-1,1,4.421116
1,1,4.422117
3,3,4.465115
0,2,4.467116
1,1,4.467116
2,2,4.469118
-1,1,4.470115
1,1,4.509116
0,2,4.510116
-1,7,4.554115
-1,1,4.554115
-1,1,4.555115
1,1,4.556117
1,1,4.557116
1,1,4.602129
-1,1,4.603117
-1,1,4.604139
2,2,4.606118
1,1,4.608119
2,2,4.654117
-1,1,4.655116
1,3,4.659119
-1,1,4.660127
1,1,4.661132
1,1,4.697115
2,2,4.699115
1,3,4.702116
-1,1,4.702116
0,2,4.738117
-1,1,4.739115
0,2,4.741117
-1,1,4.742119
2,2,4.779133
-1,1,4.780116
2,4,4.783115
1,5,4.827115
-1,1,4.828116
0,4,4.877116
0,2,4.878116
1,3,4.880115
1,1,4.920116
3,5,4.925121
-1,1,4.926116
1,1,4.967116
1,1,4.968116
1,1,4.969119
-1,1,4.970117
0,2,4.971117
1,1,4.972117
1,1,5.016115
-1,1,5.017116
2,2,5.018116
1,3,5.020115
0,2,5.064115
-1,1,5.065115
1,1,5.066115
4,4,5.109116
2,2,5.110117
-1,7,5.155115
-1,1,5.156117
-1,1,5.156117
1,1,5.157116
1,3,5.196117
1,1,5.197116
0,2,5.198117
-1,1,5.199117
0,4,5.240117
-1,1,5.241122
0,2,5.243115
0,2,5.282116
0,2,5.283115
-1,1,5.284117
-1,1,5.285118
1,3,5.332117
-1,7,5.380117
-1,1,5.38113
0,2,5.383116
1,5,5.429116
2,6,5.468115
-1,1,5.469116
1,1,5.470117
-1,1,5.471116
-1,1,5.471116
2,2,5.473118
-1,3,5.517118
2,2,5.519116
-1,3,5.565128
2,2,5.567117
3,3,5.569116
-1,1,5.570117
1,1,5.61312
-1,1,5.614115
1,1,5.616116
1,1,5.616116
1,1,5.617116
2,4,5.660117
0,2,5.662115
0,2,5.664115
-1,1,5.665115
3,3,5.703116
1,3,5.705115
-1,1,5.706116
-1,1,5.744115
-1,1,5.745115
2,4,5.748116
0,2,5.791116
1,1,5.793116
0,4,5.795115
-1,1,5.796115
-1,1,5.84013
1,3,5.843125
1,1,5.844115
-1,1,5.844115
1,3,5.886115
-1,1,5.887117
-1,1,5.887117
1,1,5.888116
1,1,5.889116
-1,3,5.926116
1,1,5.926116
-1,1,5.927116
-1,1,5.928115
1,1,5.928115
-1,3,5.969117
0,2,5.971117
1,1,5.972127
-1,1,5.973143
0,2,6.014116
-1,1,6.015116
-1,1,6.016115
2,6,6.062665
3,3,6.064666
-3,7,6.109665
1,3,6.150663
1,1,6.150663
2,2,6.152664
-1,1,6.152664
2,2,6.154673
1,1,6.198663
1,3,6.200664
0,4,6.248664
3,3,6.250665
-1,1,6.251664
-1,1,6.252664
-1,3,6.295665
0,2,6.297665
-1,1,6.298665
-1,1,6.298665
0,2,6.344664
-1,1,6.345665
2,4,6.348664
-1,1,6.349665
2,4,6.390667
0,2,6.392663
1,5,6.434664
2,2,6.436664
2,2,6.478664
1,3,6.480664
1,1,6.481664
1,1,6.482664
0,2,6.521663
-1,1,6.522665
-1,1,6.522665
1,3,6.525664
-1,1,6.525664
-1,1,6.563181
0,2,6.565181
-1,1,6.566181
2,2,6.567182
4,4,6.609182
1,3,6.611181
0,2,6.650182
1,1,6.651181
-1,1,6.652205
0,2,6.654182
1,3,6.704182
-1,1,6.70518
3,3,6.708182
2,2,6.710181
-1,1,6.749181
4,4,6.752182
0,2,6.754181
0,4,6.797181
-1,1,6.798198
-1,1,6.798198
0,2,6.83818
1,1,6.83818
-1,5,6.844181
-1,1,6.88018
-1,1,6.88018
-1,1,6.881181
0,2,6.88218
0,2,6.884181
1,1,6.920181
0,2,6.922199
-1,7,6.962181
1,1,6.963205
1,3,6.965555
1,1,7.001181
-1,1,7.002181
-1,1,7.002181
-1,1,7.003181
1,3,7.005181
2,2,7.051182
1,5,7.055182
-1,1,7.09818
2,6,7.10318
-1,1,7.149181
1,1,7.150181
-1,1,7.151188
1,5,7.19318
0,2,7.195207
-1,1,7.196189
-1,1,7.19718
1,1,7.19718
1,1,7.198196
2,2,7.24118
0,2,7.243181
1,1,7.244181
0,2,7.24518
-1,1,7.284191
-1,3,7.287194
1,5,7.339197
3,5,7.344198
-1,1,7.38218
1,3,7.385715
0,2,7.386698
1,3,7.427698
2,2,7.429698
2,2,7.430698
-1,7,7.473247
1,1,7.474231
-1,1,7.513752
2,4,7.516752
2,4,7.554266
0,2,7.555266
-1,3,7.55827
-1,1,7.605267
2,2,7.608272
1,1,7.609267
0,4,7.650266
4,4,7.653267
0,2,7.655267
0,2,7.700266
3,5,7.704268
3,3,7.748267
-1,1,7.749266
2,2,7.750266
-1,1,7.751267
-3,5,7.789267
-1,1,7.790266
-1,3,7.828266
-1,1,7.828266
2,2,7.830266
-1,1,7.830266
-1,1,7.831266
1,3,7.866782
-1,1,7.867783
-1,1,7.868783
1,3,7.901782
3,3,7.903783
-1,1,7.904782
-1,5,7.944326
0,4,7.946326
0,4,7.986326
1,1,7.987325
1,1,7.988325
-1,1,7.989345
-1,1,8.035343
-1,5,8.040328
2,2,8.083326
0,2,8.085327
1,1,8.086327
-1,1,8.086327
-1,1,8.087326
0,6,8.133345
1,1,8.133345
1,1,8.134326
1,5,8.174327
-1,1,8.174327
-1,1,8.175326
-1,1,8.214327
-1,1,8.216327
0,2,8.218328
-1,1,8.219328
1,1,8.220327
-1,1,8.220327
1,1,8.264327
1,1,8.265327
-1,3,8.267327
-1,1,8.268327
2,4,8.308327
1,1,8.309326
0,2,8.310326
1,1,8.311326
-1,1,8.345326
3,3,8.347325
-1,1,8.347325
0,2,8.349336
1,1,8.385326
-1,1,8.385326
-1,3,8.387326
0,2,8.389326
-1,1,8.42634
1,1,8.427337
-1,1,8.428325
-1,1,8.429326
-1,1,8.429326
0,2,8.431326
-1,1,8.474327
1,1,8.47533
1,1,8.476339
1,1,8.477325
-1,1,8.477325
1,3,8.520326
1,3,8.523328
-1,1,8.524326
2,4,8.566326
-1,3,8.568326
2,2,8.569327
-1,1,8.612325
0,2,8.614326
-1,1,8.614326
-1,3,8.616326
0,2,8.654329
-1,1,8.655327
-1,1,8.657328
1,1,8.65933
2,2,8.660326
2,2,8.699326
-1,1,8.700327
-1,1,8.701325
-1,1,8.701325
-1,1,8.702342
2,4,8.741327
0,2,8.742326
-1,1,8.743325
1,1,8.744326
0,2,8.781326
-1,1,8.782326
1,3,8.784326
2,4,8.824326
1,1,8.825329
-3,7,8.867326
2,4,8.911326
-1,1,8.912327
1,1,8.913327
1,5,8.958328
1,1,8.959327
0,2,8.961327
-1,5,9.003326
0,4,9.007327
1,1,9.008328
0,2,9.048326
-1,1,9.049326
2,2,9.050327
-1,1,9.051325
1,1,9.052325
1,3,9.094326
1,1,9.095325
-1,1,9.096326
1,1,9.097327
-1,1,9.098326
-1,1,9.136338
1,1,9.137326
0,2,9.138326
-1,1,9.139327
-1,1,9.140326
0,2,9.178325
-1,1,9.178325
-1,1,9.179325
1,1,9.180325
-1,1,9.181325
0,2,9.182325
-1,1,9.218327
1,1,9.219325
0,2,9.221326
0,2,9.222327
3,3,9.263326
-1,1,9.264326
1,1,9.264326
-1,1,9.265326
-1,1,9.266326
1,1,9.266326
-1,1,9.305343
-1,1,9.30633
1,1,9.307328
-1,1,9.30933
1,1,9.310327
-1,1,9.311327
1,1,9.311327
2,2,9.354328
-1,1,9.355327
3,3,9.358329
0,2,9.398326
0,2,9.399326
2,2,9.401326
2,2,9.402326
2,2,9.444328
2,4,9.447326
-1,1,9.447326
-1,1,9.483339
-1,3,9.485338
0,2,9.487346
3,3,9.530326
-1,1,9.531327
0,2,9.534326
-1,5,9.579327
3,3,9.581327
1,1,9.582327
-1,1,9.619327
-1,1,9.620326
-1,1,9.621326
3,3,9.623326
0,2,9.655328
1,1,9.656332
2,2,9.657326
1,3,9.660326
1,1,9.695326
0,2,9.697325
1,1,9.697325
-1,1,9.698325
-2,6,9.737327
-1,1,9.738326
1,1,9.739328
0,2,9.782327
1,1,9.78334
-1,5,9.786325
-1,1,9.828326
2,2,9.830325
-1,1,9.831344
-2,4,9.875328
-1,1,9.876327
1,3,9.878326
-1,1,9.879326
1,1,9.880326
-1,1,9.914326
-1,7,9.955328
-1,1,9.956331
0,2,9.958332
0,2,9.960326
-1,1,9.961326
2,2,9.999326
0,2,10.000326
-1,1,10.001326
-1,1,10.002327
1,1,10.003326
1,1,10.041329
-1,1,10.043327
-1,1,10.043327
1,1,10.044327
3,3,10.046327
0,2,10.087326
-1,1,10.087326
2,2,10.089326
0,2,10.090326
1,1,10.126326
1,1,10.127325
0,2,10.128326
-1,1,10.129325
0,2,10.130326
2,2,10.169859
0,2,10.17086
1,1,10.171858
0,2,10.173861
2,2,10.21886
-1,1,10.219859
2,4,10.222862
2,2,10.265372
0,2,10.266372
-1,1,10.267372
0,2,10.269372
-1,1,10.310372
0,2,10.312371
-1,1,10.313372
0,4,10.351371
1,3,10.353371
1,1,10.353371
1,3,10.393373
1,1,10.394372
-1,1,10.395372
-1,1,10.396373
-1,1,10.396373
-1,1,10.397373
0,2,10.435372
-1,1,10.436372
-2,4,10.439375
-1,5,10.480371
0,2,10.482371
1,1,10.482371
-1,1,10.520372
1,1,10.520372
-1,1,10.521371
1,1,10.522372
-1,1,10.523372
2,4,10.562371
2,2,10.563399
-1,5,10.605373
-1,1,10.606377
0,2,10.608377
1,1,10.609375
0,2,10.654373
-1,1,10.656389
0,2,10.658374
1,1,10.659374
0,2,10.660372
3,3,10.702379
-1,1,10.703373
0,2,10.704373
3,3,10.745371
-1,1,10.746371
-1,1,10.747371
-1,1,10.748371
-1,1,10.748371
1,1,10.749372
-1,1,10.786372
-1,1,10.786372
-3,7,10.8334
-1,1,10.834398
1,1,10.835397
-1,3,10.837399
0,2,10.876397
0,2,10.877397
1,3,10.880398
-1,1,10.914907
2,4,10.917907
0,2,10.918906
-1,1,10.955465
-1,1,10.955465
0,2,10.957465
0,2,10.958467
-1,1,10.959465
-1,1,10.993465
0,4,10.996464
0,2,10.997465
-1,1,11.035466
2,2,11.037466
1,1,11.037466
-1,1,11.038473
-1,7,11.090467
0,2,11.092465
1,5,11.134465
2,2,11.135466
1,1,11.176466
0,2,11.177464
-1,1,11.178465
-1,1,11.179464
1,1,11.179464
-1,1,11.180465
-3,5,11.218465
0,2,11.220482
1,3,11.26147
-1,1,11.262464
2,2,11.264466
0,2,11.302465
-1,1,11.303465
-1,1,11.304465
-1,1,11.304465
0,2,11.306466
-1,1,11.307466
1,3,11.346465
-1,1,11.347465
1,1,11.348465
1,1,11.348465
-1,1,11.349465
0,2,11.384465
0,2,11.386465
0,4,11.424464
-1,1,11.425466
-1,1,11.425466
-1,7,11.466466
2,2,11.467465
2,2,11.468465
1,3,11.512475
1,1,11.513465
0,2,11.515488
1,1,11.516465
-1,1,11.558473
2,2,11.560466
0,2,11.561466
1,5,11.607467
-1,1,11.608466
-1,1,11.609466
2,2,11.610466
-1,1,11.64948
-1,1,11.64948
0,2,11.651465
1,1,11.651465
3,3,11.687465
-1,7,11.731471
1,1,11.732465
2,2,11.734465
-1,1,11.734465
2,6,11.778465
1,1,11.779465
0,2,11.780465
2,2,11.815466
3,3,11.817465
1,1,11.818465
0,2,11.853465
-1,1,11.854465
-1,1,11.855466
-1,1,11.856466
1,5,11.897465
-1,3,11.899482
0,2,11.900465
-1,1,11.946475
3,3,11.949465
0,2,11.950466
0,4,11.993465
1,1,11.994466
1,3,11.996466
2,2,12.038466
-1,1,12.039466
2,2,12.040465
-2,6,12.082471
1,1,12.083465
-1,1,12.083465
1,1,12.084465
1,3,12.127467
1,3,12.129465
3,5,12.174997
-1,1,12.17598
-1,1,12.176981
-1,1,12.177981
0,4,12.21598
0,2,12.217979
1,1,12.217979
-1,1,12.257004
2,2,12.258005
1,1,12.259004
2,2,12.260005
0,2,12.298004
1,3,12.300004
3,3,12.302004
-1,1,12.34053
3,3,12.342535
-1,1,12.34353
-1,1,12.344531
3,3,12.393062
-1,1,12.394061
2,2,12.39506
1,1,12.39606
1,1,12.39706
1,3,12.439576
1,1,12.440576
-1,3,12.443576
-1,1,12.482101
0,2,12.483098
-1,7,12.522099
-1,1,12.5231
0,2,12.524101
-1,1,12.525099
-1,1,12.562157
0,2,12.563144
0,2,12.565145
0,2,12.566145
-1,1,12.610144
-1,1,12.611144
0,2,12.612144
0,2,12.614144
-1,1,12.614144
2,2,12.651665
0,2,12.652664
-1,1,12.653665
2,2,12.654665
-1,3,12.691668
1,1,12.692665
-1,1,12.692665
-1,1,12.693666
1,1,12.693666
0,6,12.733665
0,2,12.771691
0,2,12.773669
-1,1,12.774667
-1,1,12.775667
1,1,12.776666
-1,1,12.777664
2,4,12.822676
0,2,12.824669
1,1,12.825667
-1,1,12.867678
1,1,12.868665
0,6,12.913666
-1,1,12.913666
-1,1,12.914667
1,1,12.915666
-1,5,12.955667
-1,1,12.956665
1,3,12.958665
1,3,12.998666
0,4,13.002666
-1,1,13.003665
1,1,13.041667
1,1,13.042668
-1,1,13.043667
1,1,13.044666
-1,1,13.045666
2,2,13.046667
1,3,13.089666
1,3,13.092664
-1,1,13.092664
-1,1,13.127665
-1,1,13.128667
0,2,13.129665
1,1,13.130665
0,2,13.131665
0,2,13.167665
1,1,13.168665
2,2,13.169665
-1,1,13.170664
4,4,13.211664
1,1,13.211664
1,3,13.214665
-1,1,13.255668
-1,1,13.257673
-1,1,13.258669
0,4,13.261665
2,4,13.305669
2,2,13.307666
1,1,13.308667
-1,1,13.347666
0,2,13.349666
1,1,13.350667
0,2,13.352666
-1,1,13.352666
1,3,13.391666
-1,1,13.392666
0,2,13.394665
3,3,13.433665
-1,1,13.434671
3,5,13.47767
2,2,13.479665
0,2,13.481668
-1,3,13.520664
0,2,13.522667
-1,1,13.523665
-1,3,13.525666
3,3,13.561665
-1,1,13.561665
2,2,13.563665
-1,3,13.602664
3,5,13.606665
-1,1,13.642666
0,2,13.644667
0,2,13.646665
-1,1,13.646665
1,1,13.647666
-3,7,13.698666
-1,1,13.74167
1,3,13.744674
-1,1,13.745667
0,2,13.747665
0,2,13.785666
2,2,13.786665
-1,1,13.787664
-1,1,13.788666
1,3,13.825666
-1,1,13.826665
-1,1,13.827665
2,4,13.866697
-1,1,13.867697
2,2,13.868696
0,2,13.870696
1,1,13.870696
-1,3,13.911696
0,2,13.912696
-1,1,13.913697
1,1,13.914696
-1,7,13.959695
1,1,13.996696
1,1,13.997696
-1,1,13.997696
0,2,13.999696
0,2,14.000695
-1,1,14.034703
1,1,14.035695
3,3,14.037696
3,3,14.082697
2,2,14.084705
-1,1,14.085696
0,2,14.086696
1,5,14.137695
-1,1,14.138696
1,5,14.181695
0,2,14.182696
-1,1,14.183697
-1,1,14.184717
-1,1,14.220697
1,3,14.223696
-1,1,14.224697
0,6,14.266695
1,1,14.266695
-1,3,14.304223
-1,1,14.305212
-1,1,14.306212
-1,1,14.307237
0,2,14.308212
2,4,14.347748
-1,1,14.347748
-1,1,14.34875
-1,1,14.349762
1,1,14.350749
1,1,14.388748
1,5,14.391748
1,5,14.430749
4,4,14.468747
0,4,14.471749
2,2,14.472748
3,3,14.510748
-2,4,14.513747
1,1,14.554748
-1,1,14.55675
-2,6,14.604748
-1,1,14.605751
-1,1,14.60675
3,5,14.649748
-2,4,14.652747
-1,1,14.653748
1,3,14.688765
-1,1,14.689748
1,1,14.689748
1,1,14.690748
0,2,14.691748
0,4,14.730748
-1,1,14.73175
-1,7,14.77475
-1,1,14.77475
-1,1,14.775749
0,2,14.812748
2,2,14.81475
-1,1,14.81475
1,1,14.815749
-1,1,14.816766
-1,1,14.853748
2,2,14.855751
1,5,14.893765
-1,1,14.894747
-1,1,14.894747
-1,3,14.896748
0,4,14.938751
-1,1,14.939749
-1,1,14.939749
1,1,14.940753
-1,1,14.941751
2,2,14.985754
-1,1,14.986748
-1,1,14.986748
1,1,14.98775
1,1,14.988751
1,1,14.989749
1,1,15.030748
0,2,15.032748
1,1,15.033748
2,2,15.034748
-1,1,15.035748
0,2,15.079749
1,3,15.082749
-1,1,15.083748
-1,1,15.083748
1,3,15.120748
-1,1,15.121748
3,3,15.123749
-1,1,15.160748
1,3,15.162749
-1,1,15.163749
-1,3,15.199749
-1,1,15.200748
-1,1,15.201748
-1,1,15.201748
1,3,15.204751
2,2,15.248748
-1,5,15.252748
1,3,15.294748
1,1,15.295748
0,2,15.296748
-1,1,15.297747
0,2,15.339748
1,1,15.339748
2,2,15.34175
-1,1,15.342749
-1,1,15.343748
0,2,15.383749
0,2,15.384748
0,2,15.386748
-1,5,15.433748
2,2,15.435748
0,2,15.474749
0,2,15.475749
2,4,15.47875
0,2,15.518748
0,2,15.519749
1,1,15.520749
1,1,15.521751
3,3,15.555767
0,2,15.556748
0,2,15.55876
-1,1,15.559747
1,3,15.600748
0,2,15.601747
-1,3,15.635748
1,1,15.636748
2,2,15.63875
-1,1,15.639748
-1,1,15.639748
1,1,15.64076
-1,1,15.678747
0,4,15.681748
1,1,15.681748
-1,1,15.682748
-1,1,15.721748
0,2,15.723748
-1,1,15.723748
-1,1,15.724749
-1,3,15.762755
1,5,15.766747
-1,1,15.767748
-1,1,15.803747
2,4,15.80775
1,1,15.808752
-1,1,15.80975
0,2,15.853749
-1,1,15.855753
1,1,15.855753
0,2,15.857754
2,2,15.898748
1,3,15.900748
-1,1,15.901748
-1,1,15.902748
-1,3,15.945748
0,2,15.946747
-2,4,15.984747
0,2,15.985747
1,1,15.986748
-1,1,15.987747
-1,1,15.988751
0,2,16.028763
1,5,16.032748
2,2,16.073752
0,4,16.077748
-1,1,16.077748
1,5,16.117263
0,2,16.118262
-1,1,16.119263
-1,1,16.157775
4,4,16.159775
2,2,16.161775
1,1,16.197773
-1,1,16.198773
-1,1,16.199773
-1,1,16.199773
-1,1,16.200773
-1,1,16.201773
-1,1,16.201773
-1,1,16.239788
1,5,16.243774
-1,1,16.244775
-1,1,16.292781
0,2,16.295776
2,2,16.296776
-1,1,16.297775
0,2,16.340777
-1,1,16.341782
-1,1,16.342777
1,3,16.345775
1,1,16.346776
0,2,16.385775
0,6,16.424776
2,2,16.425774
-1,1,16.426774
2,2,16.427773
-1,1,16.428773
2,2,16.463773
3,5,16.467774
2,4,16.504775
0,2,16.506773
0,2,16.544791
-1,1,16.545774
-1,3,16.547773
-1,1,16.547773
0,2,16.579792
0,4,16.582774
-1,1,16.582774
2,2,16.619774
2,2,16.621774
1,1,16.622774
1,3,16.624774
0,2,16.656776
0,4,16.660774
-1,7,16.704776
2,4,16.744775
0,2,16.746775
1,3,16.785775
2,4,16.788778
0,2,16.790792
0,4,16.830774
0,2,16.832774
-1,1,16.832774
0,2,16.870775
2,2,16.872776
1,1,16.873776
-1,1,16.874774
1,1,16.874774
1,3,16.911774
0,2,16.913775
1,1,16.913775
-1,1,16.914775
-1,1,16.949774
1,1,16.950774
1,3,16.952774
-1,3,16.988776
1,3,16.990776
0,2,16.991775
2,2,17.026773
1,1,17.027773
1,1,17.027773
-2,6,17.065774
-1,1,17.066775
0,2,17.068774
0,2,17.070789
2,2,17.112774
-1,1,17.113792
-2,4,17.116774
1,3,17.153774
-1,1,17.154776
-1,1,17.155777
1,1,17.156775
0,2,17.196775
0,2,17.197775
1,1,17.198775
1,5,17.237774
-1,1,17.237774
1,3,17.240775
0,2,17.276774
0,4,17.279774
0,2,17.281775
1,1,17.319774
1,3,17.322775
1,1,17.322775
1,1,17.323774
-1,7,17.365773
0,4,17.405775
0,2,17.407787
-1,1,17.408783
-1,1,17.409774
0,2,17.447775
-1,1,17.448773
-1,1,17.449774
1,3,17.451774
1,1,17.490777
1,1,17.491775
2,4,17.494774
-1,1,17.495774
1,1,17.540781
-1,1,17.541775
2,6,17.592775
1,5,17.599776
1,5,17.641775
2,4,17.678774
1,1,17.679774
0,2,17.680773
0,2,17.682774
1,1,17.682774
-1,1,17.717774
-1,1,17.718773
-1,1,17.718773
-1,1,17.719774
0,2,17.720774
0,2,17.756776
1,1,17.757775
0,2,17.759774
1,1,17.759774
0,2,17.761774
0,4,17.799774
-1,1,17.799774
2,2,17.801774
-1,1,17.839774
-1,1,17.840774
1,1,17.841774
-1,1,17.841774
1,1,17.842773
2,2,17.843773
1,1,17.881774
1,3,17.883774
-2,6,17.925776
-2,4,17.928775
0,2,17.974775
-1,1,17.975775
1,1,17.976774
2,2,17.977774
-1,1,17.978775
-1,3,18.019774
1,1,18.020775
1,1,18.022775
-1,1,18.023776
0,2,18.062774
0,6,18.066773
-1,1,18.102773
0,2,18.103774
-1,1,18.104773
-1,1,18.105774
2,2,18.106774
3,3,18.143774
2,2,18.144774
1,1,18.145774
-1,1,18.146775
1,1,18.181774
-1,1,18.182774
0,2,18.183775
1,1,18.184774
1,5,18.226774
0,2,18.227775
0,2,18.228774
-1,1,18.265773
0,2,18.266773
1,5,18.302774
0,2,18.304775
0,2,18.305775
2,6,18.346774
4,4,18.391775
-1,1,18.393775
-1,1,18.393775
-1,1,18.394775
2,2,18.396774
2,2,18.437775
1,3,18.439775
-1,1,18.440782
1,1,18.441776
1,1,18.442775
2,4,18.481775
1,3,18.484774
0,2,18.522775
-2,4,18.525774
0,2,18.563775
1,3,18.565775
2,4,18.609791
-2,4,18.612774
0,2,18.614775
1,1,18.652774
-1,1,18.653776
1,1,18.654775
0,2,18.655776
1,3,18.693773
0,2,18.694774
0,2,18.696773
-1,1,18.696773
-1,1,18.697774
-1,1,18.733774
1,1,18.733774
3,3,18.735774
-1,1,18.736773
2,2,18.773791
3,3,18.776773
2,2,18.778773
1,1,18.778773
-1,1,18.820774
2,2,18.823775
0,2,18.825793
1,1,18.826774
-1,3,18.870774
0,2,18.872776
-1,5,18.915775
-2,6,18.957776
1,1,18.958774
-2,4,18.961774
2,2,19.002778
2,2,19.00578
1,1,19.006774
-1,1,19.008776
-1,1,19.009774
-1,1,19.010775
-1,1,19.048773
1,3,19.050773
-1,7,19.091774
-1,1,19.091774
0,2,19.093774
-1,1,19.127773
1,1,19.127773
-1,1,19.128793
-1,1,19.129774
0,4,19.167774
1,3,19.169774
3,3,19.171775
-1,1,19.209775
2,2,19.210774
1,1,19.211774
-4,6,19.25578
1,1,19.256776
0,2,19.258775
0,2,19.300775
