# {"t_start": 1657928819.7249594, "env_id": null} 
r,l,t
0,2,1.482186
3,3,1.484222
0,2,1.486195
-1,1,1.48722
-1,1,1.488198
0,4,1.491198
-1,1,1.492236
2,2,1.494197
-1,1,1.495232
0,2,1.496232
1,3,1.499204
1,1,1.500196
-1,1,1.500196
-1,1,1.501196
-1,1,1.502203
-1,1,1.503195
1,1,1.503195
0,2,1.508446
-1,1,1.509429
1,1,1.509429
-1,3,1.512456
1,1,1.512456
-1,1,1.513432
-1,1,1.514457
1,3,1.516456
-1,1,1.517457
0,2,1.51943
3,3,1.521432
-1,1,1.522447
0,4,1.525465
-1,3,1.528429
-1,1,1.52943
2,2,1.530457
-1,1,1.531455
2,2,1.53343
1,1,1.53443
-1,1,1.53443
1,1,1.535455
1,1,1.536431
-1,1,1.53743
-1,1,1.538429
0,2,1.53946
0,2,1.541431
-1,1,1.543062
-1,1,1.543859
-1,1,1.544898
2,4,1.548299
1,1,1.549299
0,2,1.550335
3,3,1.553301
-1,1,1.553674
3,3,1.555682
2,2,1.557682
0,2,1.559684
3,3,1.561684
1,3,1.564688
-1,1,1.565682
-1,1,1.565682
-1,1,1.567683
1,1,1.568709
1,3,1.570682
1,3,1.573709
-1,1,1.573709
1,3,1.576465
1,1,1.577474
1,3,1.579509
0,2,1.581474
-1,1,1.582476
1,1,1.582476
3,3,1.58549
-1,1,1.586474
0,2,1.587474
-1,1,1.588474
-2,6,1.593474
0,2,1.595474
1,3,1.597474
-1,1,1.598474
-1,1,1.599487
2,2,1.601477
2,2,1.603477
1,1,1.603477
-1,1,1.604474
-1,1,1.605511
0,2,1.607475
0,2,1.609477
1,1,1.610476
-1,1,1.610476
2,2,1.61282
1,1,1.613857
2,2,1.614828
2,2,1.616828
2,2,1.617828
-1,1,1.618828
1,1,1.619828
1,1,1.620829
-1,1,1.621828
-1,5,1.625828
0,4,1.628833
1,1,1.629835
1,3,1.631828
1,3,1.633828
2,2,1.635844
1,1,1.636867
2,2,1.637831
-2,6,1.642871
-1,1,1.643831
1,1,1.644869
0,2,1.646831
1,1,1.647829
1,1,1.648831
1,3,1.650865
-1,1,1.651869
1,1,1.65284
-1,1,1.653866
0,2,1.654867
-1,1,1.655833
1,1,1.656831
-1,1,1.659854
1,1,1.660868
-1,1,1.660868
1,1,1.66187
-1,1,1.662868
-1,1,1.663829
-1,1,1.66483
0,2,1.665833
0,2,1.667835
0,2,1.669832
0,2,1.670868
-1,1,1.671848
0,2,1.67383
1,1,1.67383
-1,1,1.674868
-1,1,1.675829
2,2,1.67783
2,2,1.678867
-1,1,1.679832
-1,1,1.68083
-1,1,1.68083
0,2,1.682884
-1,1,1.683895
2,4,1.686893
2,2,1.687894
1,1,1.688931
-1,1,1.69091
-1,1,1.69091
1,3,1.693897
1,5,1.69893
1,1,1.69893
-1,1,1.699929
0,2,1.701895
0,2,1.702896
0,2,1.704897
-1,1,1.705631
-1,1,1.706642
2,2,1.70864
1,3,1.71064
1,1,1.711652
-1,1,1.711652
1,1,1.712668
0,4,1.715641
1,1,1.717029
-2,4,1.720039
-1,1,1.721038
2,2,1.722064
-1,7,1.728039
2,4,1.732137
1,1,1.732137
-1,1,1.733139
0,4,1.736137
1,3,1.7391
-1,1,1.7391
3,3,1.7421
0,2,1.744205
-1,1,1.744205
-1,1,1.745204
-1,1,1.746242
2,2,1.748205
1,1,1.748205
3,3,1.751205
0,2,1.75224
0,2,1.754209
1,1,1.755205
1,1,1.756207
-1,7,1.762236
-1,3,1.764241
1,3,1.767234
1,3,1.770199
1,1,1.771235
-1,1,1.771235
-1,1,1.772235
3,3,1.775266
0,2,1.776302
-1,3,1.779268
3,3,1.781269
-1,1,1.782274
-1,1,1.783267
1,3,1.785302
3,3,1.788275
-1,1,1.788275
3,3,1.791267
3,3,1.794302
-1,3,1.796312
-1,1,1.798287
-1,1,1.799278
-1,1,1.799278
1,1,1.800302
2,2,1.802326
1,1,1.803268
0,2,1.805269
2,2,1.806268
-1,1,1.807294
1,1,1.808305
1,3,1.811304
-1,1,1.812269
0,2,1.814266
-1,1,1.814266
1,1,1.815302
0,2,1.819268
1,1,1.821266
-1,1,1.821266
-1,1,1.822306
-1,1,1.823301
-1,1,1.824282
2,4,1.827267
1,1,1.828266
3,3,1.831305
-1,1,1.832345
-1,1,1.832345
1,3,1.835351
1,1,1.835351
0,2,1.837368
0,4,1.840845
1,1,1.840845
-1,1,1.841882
1,1,1.842883
0,2,1.844844
0,2,1.845882
0,2,1.847844
2,2,1.849908
0,2,1.851843
1,1,1.851843
1,1,1.852871
4,4,1.855871
-1,1,1.856811
2,2,1.85782
-1,1,1.858858
-1,1,1.859859
0,2,1.861852
-1,1,1.862836
1,3,1.864858
-1,1,1.865833
-1,1,1.866821
1,1,1.866821
-1,3,1.869859
1,1,1.869859
1,1,1.870858
-1,1,1.871822
-1,1,1.87239
0,2,1.874402
-1,1,1.874402
-1,1,1.8754
-1,1,1.876398
1,3,1.878427
2,2,1.880399
-1,1,1.88099
-1,1,1.881967
-1,1,1.883004
-1,1,1.883004
0,2,1.884999
0,2,1.885976
1,3,1.888974
2,2,1.889975
1,1,1.891023
2,2,1.892976
-1,1,1.893992
0,2,1.895975
-1,1,1.896976
-1,1,1.896976
-1,1,1.898003
-1,1,1.899003
0,2,1.901002
0,4,1.903977
1,1,1.904975
0,2,1.906356
3,3,1.907981
1,1,1.90898
-1,1,1.909991
1,1,1.91098
0,2,1.912013
1,1,1.913014
3,3,1.915016
-1,1,1.916017
-1,1,1.916979
-1,3,1.919017
1,3,1.921044
-1,1,1.922079
0,2,1.924044
-1,1,1.924044
1,3,1.927043
1,3,1.929043
0,2,1.931081
-1,1,1.932063
1,3,1.933983
1,1,1.934947
-1,1,1.935946
1,1,1.936951
-1,1,1.937948
2,2,1.938947
1,3,1.941988
0,2,1.943947
-1,1,1.944947
-1,1,1.945947
1,1,1.945947
1,1,1.946978
1,1,1.947949
1,1,1.948945
-1,3,1.950949
-1,1,1.953947
0,4,1.958209
-1,1,1.958209
-1,1,1.959249
0,2,1.961228
-1,1,1.962208
-1,1,1.963246
-1,1,1.963246
2,2,1.965214
2,2,1.96721
-1,1,1.96721
-1,1,1.968248
-1,1,1.969247
-1,1,1.970208
-1,1,1.971211
-1,1,1.972246
1,3,1.97421
-1,1,1.975365
0,2,1.97641
-1,1,1.977374
-2,4,1.981372
1,3,1.983412
0,2,1.985375
-1,1,1.98641
-1,1,1.98641
-1,1,1.987417
-1,1,1.988382
0,6,1.993375
3,3,1.99541
-1,1,1.99641
1,1,1.997375
0,2,1.99941
-1,1,2.000411
1,1,2.001403
1,1,2.002399
-1,1,2.003374
-1,1,2.003374
1,1,2.004375
-3,5,2.008375
1,3,2.011375
1,1,2.012374
-1,1,2.012374
0,2,2.014392
-1,1,2.015385
0,2,2.016374
-1,1,2.017401
1,1,2.018399
-1,1,2.01938
0,2,2.021375
-1,1,2.021375
-1,3,2.024378
-1,1,2.025375
1,1,2.025375
2,2,2.0274
2,4,2.030401
2,2,2.032374
1,3,2.034374
-1,1,2.035377
-1,1,2.036388
0,2,2.037793
-1,1,2.038802
0,2,2.03984
-1,1,2.040803
2,2,2.042802
1,1,2.043473
-1,1,2.044485
1,1,2.044485
0,4,2.0485
1,1,2.049502
-1,1,2.050514
1,5,2.054538
1,3,2.056543
-2,4,2.059538
-1,1,2.060511
3,3,2.063509
-1,3,2.065538
0,2,2.067696
1,1,2.067696
-1,1,2.068721
-1,1,2.069698
1,1,2.070693
-1,1,2.070693
2,4,2.074728
1,1,2.074728
-1,1,2.075696
0,4,2.078696
1,1,2.079721
0,2,2.081694
-1,1,2.081694
1,1,2.082724
-1,1,2.083745
1,1,2.084754
-1,1,2.084754
-1,1,2.085793
-1,1,2.08679
1,1,2.087771
-1,1,2.088754
1,3,2.091754
0,2,2.093786
-1,1,2.09478
1,3,2.098755
-1,1,2.099787
1,3,2.102754
0,2,2.103782
-1,1,2.104783
-1,1,2.10576
-1,1,2.106754
-1,7,2.111781
0,4,2.115779
3,3,2.117785
-1,1,2.118753
1,1,2.119754
-1,1,2.119754
-1,1,2.120782
2,2,2.122756
2,2,2.124755
3,3,2.126781
-1,1,2.127785
1,1,2.12878
-1,1,2.129754
1,3,2.131781
-1,1,2.13278
3,3,2.135779
-1,1,2.135779
0,4,2.139757
1,3,2.141754
-1,5,2.14578
0,2,2.147758
1,1,2.148754
0,6,2.152783
1,3,2.155755
-1,1,2.155755
0,2,2.158921
-1,1,2.159921
1,1,2.159921
-1,7,2.16611
2,2,2.168138
-1,1,2.168138
1,1,2.169138
0,2,2.171107
1,3,2.173137
2,6,2.178102
1,1,2.179137
-1,1,2.180103
0,2,2.182102
-2,4,2.185102
1,1,2.185102
-3,7,2.191115
0,2,2.1931
-1,1,2.194102
-1,1,2.194102
1,1,2.195138
0,6,2.200103
1,1,2.201103
0,2,2.203138
1,1,2.203138
1,1,2.204138
0,2,2.206101
-1,1,2.207103
-1,1,2.208102
1,1,2.208102
0,2,2.210476
0,2,2.212434
2,4,2.215486
-1,1,2.216436
-1,1,2.217436
1,3,2.219471
0,2,2.221484
3,3,2.224339
1,1,2.224339
-1,1,2.225337
-1,1,2.226531
-1,1,2.227568
0,2,2.228579
0,2,2.230541
-1,1,2.231566
1,1,2.231566
-1,1,2.232564
0,2,2.234541
-1,1,2.234541
1,1,2.23557
2,2,2.237542
-1,1,2.238541
-1,1,2.238541
-1,1,2.239567
0,2,2.241541
-1,1,2.24257
2,2,2.243567
2,2,2.245539
-2,6,2.250567
1,1,2.251539
1,5,2.255637
1,1,2.255637
2,4,2.259297
2,4,2.262287
0,2,2.264263
-1,1,2.26526
0,2,2.266299
-1,1,2.267295
-1,1,2.268262
1,1,2.271259
2,2,2.273264
2,6,2.278285
0,4,2.28126
1,1,2.28126
0,2,2.283361
-1,1,2.284376
0,2,2.285407
-1,1,2.286407
1,1,2.287374
3,3,2.289409
-1,1,2.290407
-2,6,2.295406
-1,1,2.296407
1,1,2.29737
-1,1,2.29837
1,3,2.300397
-1,1,2.301385
1,1,2.302371
-1,1,2.303373
-1,1,2.304372
0,2,2.305411
3,3,2.308462
-1,1,2.308462
1,1,2.309717
4,4,2.312763
-1,5,2.316785
0,2,2.318783
1,1,2.318783
2,4,2.322784
1,3,2.324784
-1,1,2.325815
-1,1,2.326811
0,2,2.328785
-1,1,2.32981
1,1,2.32981
3,3,2.332784
0,2,2.333784
-1,1,2.334786
1,1,2.335786
-1,1,2.336786
-1,1,2.3378
-1,3,2.339786
0,2,2.342783
0,2,2.344786
-1,1,2.345783
-1,1,2.346786
1,1,2.346786
-1,3,2.349949
1,1,2.349949
3,3,2.352951
-1,1,2.352951
-1,1,2.353914
1,1,2.354927
1,1,2.355914
2,6,2.360997
0,2,2.363031
1,1,2.363996
1,1,2.363996
-1,1,2.364994
-1,1,2.36603
-1,1,2.366994
-1,1,2.367996
1,3,2.369999
-1,1,2.370996
-1,1,2.370996
0,2,2.372995
-1,1,2.373996
-1,3,2.376002
-1,1,2.376995
-1,1,2.377997
-1,1,2.377997
0,2,2.379996
-1,1,2.381031
1,1,2.381031
0,2,2.382996
-1,1,2.383996
0,2,2.385032
-1,7,2.390996
4,4,2.394996
-1,1,2.394996
2,2,2.396995
-1,1,2.397995
-1,1,2.399006
-1,1,2.399996
1,1,2.400997
-1,1,2.400997
-1,1,2.402002
1,5,2.406036
0,2,2.408
1,3,2.411997
-1,1,2.412995
2,2,2.414031
1,1,2.415011
-1,1,2.416
1,1,2.416996
0,2,2.417996
-3,7,2.424996
1,3,2.427996
-1,3,2.429994
3,3,2.435035
1,3,2.437996
1,1,2.437996
0,2,2.440034
1,3,2.443033
-1,1,2.443033
1,3,2.446011
0,2,2.447994
1,1,2.449032
1,1,2.449032
-1,1,2.450033
3,3,2.453007
0,4,2.456385
-1,1,2.457392
-1,1,2.458388
0,2,2.459386
0,2,2.461385
-1,1,2.462391
1,1,2.463428
0,2,2.465386
-1,1,2.466386
0,2,2.467386
-1,1,2.468428
1,5,2.472385
-1,1,2.473386
2,4,2.476099
1,3,2.479072
2,4,2.482054
-1,1,2.483053
1,1,2.483053
-1,1,2.484081
-1,1,2.485082
2,2,2.486053
1,3,2.489053
1,1,2.490053
0,2,2.491055
1,1,2.493069
-1,1,2.494083
0,2,2.496081
1,3,2.498082
1,3,2.501082
-1,1,2.501082
2,4,2.50408
-1,3,2.506054
-1,1,2.507081
2,2,2.509053
-1,1,2.510054
2,2,2.511081
0,4,2.514083
0,2,2.516057
2,2,2.518007
3,3,2.520044
1,1,2.52101
1,1,2.521689
1,3,2.524698
0,2,2.525728
-1,1,2.526698
2,2,2.528697
-1,1,2.529704
0,2,2.530995
1,1,2.532004
2,2,2.533041
-1,1,2.534046
0,2,2.535004
0,2,2.537041
-1,1,2.538022
1,1,2.539005
-1,1,2.539005
1,1,2.540049
1,1,2.541026
-1,1,2.542018
1,3,2.545004
-2,4,2.548004
1,3,2.550045
-1,1,2.551007
0,4,2.553798
-1,1,2.5548
1,1,2.5558
1,1,2.5568
-2,6,2.561797
-1,1,2.5628
3,3,2.5658
-1,1,2.5658
-1,1,2.566797
-1,1,2.567773
-1,1,2.568774
3,3,2.570799
2,2,2.572772
0,2,2.573772
-1,1,2.574799
-1,1,2.575804
1,1,2.576771
-1,1,2.577773
1,3,2.579798
-1,1,2.580799
2,2,2.582772
1,3,2.584772
-1,1,2.585806
1,3,2.588787
1,1,2.589774
-1,1,2.592775
-1,1,2.5948
-1,1,2.5948
1,3,2.597771
-1,1,2.598771
1,1,2.598771
1,3,2.601812
1,1,2.602785
-1,1,2.603775
1,1,2.604772
-1,1,2.604772
1,1,2.605809
0,4,2.609816
-1,1,2.610769
0,2,2.611771
-1,1,2.612799
-1,1,2.613799
1,1,2.614769
-1,1,2.615771
-1,1,2.615771
1,1,2.616801
-1,1,2.61777
-1,1,2.618772
1,1,2.618772
0,2,2.620798
1,1,2.621797
-1,1,2.62277
-1,3,2.624773
4,4,2.6288
2,2,2.629798
-1,7,2.635772
-1,1,2.636771
-1,1,2.636771
-1,1,2.637772
2,2,2.639796
1,1,2.640779
1,1,2.641795
1,1,2.642778
-1,1,2.643774
2,2,2.645772
-1,1,2.646772
1,1,2.647783
0,2,2.648802
-1,1,2.64977
1,3,2.6518
1,1,2.652772
-1,1,2.653772
0,2,2.6548
-1,1,2.655799
2,2,2.657782
-1,1,2.658771
2,2,2.659803
-1,1,2.660771
1,3,2.663771
-1,1,2.663771
1,1,2.664801
0,2,2.666771
-1,1,2.666771
-1,1,2.667771
1,1,2.668771
2,2,2.6708
0,2,2.672807
-1,3,2.674782
-1,1,2.675774
-1,1,2.675774
-1,1,2.677771
2,2,2.678799
-1,1,2.679786
0,2,2.680771
2,4,2.683771
-1,1,2.684807
-1,1,2.685799
1,3,2.68777
1,1,2.688798
-1,1,2.689818
1,1,2.690828
1,3,2.692867
-1,1,2.693865
1,1,2.694864
0,2,2.696827
0,2,2.698829
-1,1,2.699828
-1,1,2.700825
1,1,2.700825
-1,1,2.701828
-1,1,2.702827
1,1,2.703838
0,2,2.704827
1,1,2.705827
4,4,2.708828
-1,1,2.709827
3,3,2.712574
-1,1,2.713607
-1,1,2.713607
-1,1,2.714601
1,1,2.715576
-1,1,2.716573
-1,1,2.716573
-1,1,2.717594
0,4,2.720603
-1,1,2.723574
1,3,2.72661
1,1,2.727573
-1,3,2.729605
-1,1,2.73058
3,3,2.732601
1,1,2.733602
-1,1,2.734578
-1,1,2.735588
-1,1,2.736601
1,5,2.740572
-1,1,2.741573
1,1,2.742573
0,6,2.746599
-1,1,2.747601
-1,3,2.750601
-1,1,2.750601
-1,1,2.751601
-1,1,2.752593
2,2,2.754179
1,1,2.755188
1,3,2.757225
1,1,2.758251
-1,1,2.759533
0,6,2.764483
1,1,2.764483
1,1,2.76552
-1,1,2.766522
-1,1,2.767505
-1,1,2.768483
1,1,2.769483
0,2,2.770523
-1,1,2.771523
1,3,2.774482
-1,1,2.775483
2,2,2.77652
0,4,2.779993
-1,1,2.781005
2,2,2.783029
3,3,2.785005
1,1,2.786003
0,2,2.787004
-1,1,2.788037
0,2,2.790021
-1,1,2.790885
1,1,2.791894
-1,1,2.792932
3,3,2.794894
3,3,2.796935
3,3,2.799895
0,2,2.801907
-1,1,2.802895
-1,3,2.8059
1,1,2.806896
-1,1,2.807894
2,2,2.809896
0,2,2.812083
3,3,2.814256
0,4,2.817301
0,2,2.819282
0,2,2.821265
0,6,2.826268
0,2,2.827829
1,1,2.828838
-1,1,2.829841
1,1,2.829841
0,2,2.832128
1,1,2.833153
1,3,2.835142
1,1,2.836127
1,1,2.836127
-1,1,2.837154
1,1,2.838159
-1,1,2.839125
-1,1,2.840156
-1,1,2.840156
-1,1,2.841154
-1,3,2.844125
2,2,2.846155
1,1,2.846155
1,1,2.847155
-1,1,2.848154
